disposition,period,duration,transit_depth,planet_radius,star_temp,star_radius,model_snr,fp_flag_nt,fp_flag_ss,fp_flag_co,fp_flag_ec,ra,dec,sma,display_name,source_kepler,source_tess
0,4.408295716,3.62479,37964.0,35.68,5496.0,0.743,386.1,0.0,1.0,0.0,0.0,5496.0,5496.0,0.0492,,True,False
0,8.665259912,3.1088,1840.6,82.42,6071.0,2.389,181.4,0.0,1.0,0.0,0.0,6071.0,6071.0,0.0902,,True,False
0,4.726086185,4.39793,181820.0,41.38,5873.0,0.863,1564.3,0.0,1.0,0.0,0.0,5873.0,5873.0,0.0544,,True,False
0,8.643550046,3.1273,67299.0,38.21,5679.0,0.747,849.3,0.0,1.0,0.0,0.0,5679.0,5679.0,0.0772,,True,False
2,623.70774,6.688,250.9,1.81,6626.0,1.132,10.2,0.0,0.0,0.0,0.0,6626.0,6626.0,1.4479,,True,False
0,1.51945182,2.95,13.7,0.5,6168.0,1.307,9.6,1.0,0.0,0.0,1.0,6168.0,6168.0,0.0268,,True,False
0,0.759755409,2.734,70.0,0.91,6090.0,1.071,15.9,0.0,0.0,1.0,1.0,6090.0,6090.0,0.0172,,True,False
0,5.082523739,5.04732,276280.0,61.88,6507.0,1.145,5286.2,0.0,1.0,0.0,0.0,6507.0,6507.0,0.0589,,True,False
0,1.02547271,1.996,27.0,0.94,6862.0,1.712,10.9,1.0,0.0,0.0,1.0,6862.0,6862.0,0.0222,,True,False
0,1.025465924,3.71841,152680.0,106.84,6700.0,1.883,1120.8,1.0,0.0,0.0,0.0,6700.0,6700.0,0.0224,,True,False
0,74.985292949,6.23451,105350.0,49.22,5955.0,0.91,1754.8,0.0,1.0,0.0,0.0,5955.0,5955.0,0.3482,,True,False
2,10.95210361,1.5,759.8,3.55,5713.2,1.017,23.0,0.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,25.762056721,14.8694,447720.0,74.87,5539.0,1.027,3469.5,0.0,1.0,0.0,0.0,5539.0,5539.0,0.168,,True,False
2,2.70581614,6.56,46.9,0.69,5992.0,0.961,41.8,0.0,0.0,0.0,0.0,5992.0,5992.0,0.0365,,True,False
0,1.195516859,6.17216,513810.0,75.54,5780.0,1.0,1153.4,0.0,1.0,0.0,1.0,5780.0,5780.0,0.0221,,True,False
0,1.995728294,6.43532,251880.0,45.2,5807.0,0.861,1496.5,0.0,1.0,0.0,0.0,5807.0,5807.0,0.0285,,True,False
0,10.768391927,12.5252,107380.0,52.8,5226.0,1.643,2085.7,1.0,0.0,0.0,0.0,5226.0,5226.0,0.0928,,True,False
2,3.84615171,2.24,137.1,1.14,6106.0,0.966,9.3,0.0,0.0,0.0,0.0,6106.0,6106.0,0.0488,,True,False
0,0.733724504,2.208,45.9,0.96,6175.0,1.405,21.4,1.0,0.0,0.0,0.0,6175.0,6175.0,0.0154,,True,False
2,1.28940823,3.652,32.1,2.48,5826.0,4.189,10.3,0.0,0.0,0.0,0.0,5826.0,5826.0,0.0286,,True,False
2,498.27269,8.92,534.0,2.12,5618.0,0.932,6.6,0.0,0.0,0.0,0.0,5618.0,5618.0,1.2449,,True,False
0,5.08840787,4.77204,386680.0,55.3,5618.0,0.791,3095.0,0.0,1.0,0.0,0.0,5618.0,5618.0,0.0554,,True,False
0,18.527824075,5.88678,76231.0,64.66,6154.0,2.321,5547.2,0.0,1.0,0.0,0.0,6154.0,6154.0,0.1465,,True,False
0,12.155241119,6.84353,85532.0,34.62,5761.0,0.932,1767.8,0.0,1.0,0.0,0.0,5761.0,5761.0,0.0969,,True,False
2,11.0495766,2.13,102.8,0.83,5533.0,0.819,5.7,0.0,0.0,0.0,0.0,5533.0,5533.0,0.0895,,True,False
1,4.48559215,0.8161,2265.0,0.95,3236.0,0.193,15.0,0.0,0.0,0.0,0.0,3236.0,3236.0,0.0295,Kepler-1646 b,True,False
0,0.566789763,4.008,25.4,0.4,5799.0,0.758,15.4,0.0,0.0,0.0,1.0,5799.0,5799.0,0.0126,,True,False
0,0.566811926,4.181,82.6,0.91,6165.0,0.942,22.5,1.0,0.0,0.0,1.0,6165.0,6165.0,0.0132,,True,False
0,2.525386934,3.71613,124880.0,67.24,6826.0,1.233,1003.0,0.0,1.0,0.0,0.0,6826.0,6826.0,0.0386,,True,False
0,0.566801506,1.738,29.5,0.62,6398.0,1.111,19.2,1.0,0.0,0.0,1.0,6398.0,6398.0,0.0135,,True,False
0,0.566803738,1.8481,100.6,1.13,6300.0,1.057,33.1,0.0,0.0,1.0,1.0,6300.0,6300.0,0.0136,,True,False
0,1.69421771,4.161,91.1,0.74,5402.0,0.717,15.0,0.0,0.0,1.0,0.0,5402.0,5402.0,0.0251,,True,False
2,13.8086331,3.613,207.1,1.09,5515.0,0.761,9.0,0.0,0.0,0.0,0.0,5515.0,5515.0,0.1038,,True,False
2,4.25907841,4.513,28.1,0.7,5560.0,1.316,11.5,0.0,0.0,0.0,0.0,5560.0,5560.0,0.0504,,True,False
0,2.739477089,3.18229,32096.0,50.48,6469.0,1.056,593.6,0.0,1.0,0.0,0.0,6469.0,6469.0,0.0395,,True,False
0,1.307761491,2.22271,13941.0,29.17,5112.0,0.673,531.5,0.0,1.0,0.0,0.0,5112.0,5112.0,0.0203,,True,False
0,4.028671454,8.12253,113970.0,52.42,6327.0,1.528,2152.8,0.0,1.0,0.0,0.0,6327.0,6327.0,0.0535,,True,False
0,2.30118753,7.8216,87537.0,140.23,7970.0,2.652,404.8,0.0,1.0,0.0,0.0,7970.0,7970.0,0.0423,,True,False
0,0.449249224,4.7565,419440.0,95.83,6338.0,1.299,1194.9,0.0,1.0,0.0,0.0,6338.0,6338.0,0.0117,,True,False
0,0.687004402,3.829,93.7,2.89,6240.0,2.803,45.0,1.0,0.0,1.0,0.0,6240.0,6240.0,0.017,,True,False
0,0.91839938,4.479,152.1,1.0,5222.0,0.795,16.8,0.0,1.0,0.0,1.0,5222.0,5222.0,0.0174,,True,False
2,64.1983721,0.934,248.2,1.74,6088.0,1.077,6.8,0.0,0.0,0.0,0.0,6088.0,6088.0,0.3034,,True,False
0,0.94356284,5.721,13.4,0.76,7693.0,1.984,16.0,1.0,0.0,0.0,0.0,7693.0,7693.0,0.0227,,True,False
0,2.243569483,4.14769,66328.0,21.11,6081.0,0.801,1107.7,0.0,1.0,0.0,0.0,6081.0,6081.0,0.031,,True,False
0,8.258181993,3.9122,311860.0,58.19,5306.0,0.888,2981.6,0.0,1.0,0.0,0.0,5306.0,5306.0,0.0743,,True,False
2,82.78482,7.52,190.4,2.16,5749.0,1.48,8.4,0.0,0.0,0.0,0.0,5749.0,5749.0,0.3793,,True,False
0,1.81139053,8.64,77.5,14.47,5941.0,0.911,12.5,0.0,0.0,0.0,1.0,5941.0,5941.0,0.0291,,True,False
2,2.4376438,1.587,27.1,0.79,5927.0,1.53,8.8,0.0,0.0,0.0,0.0,5927.0,5927.0,0.0368,,True,False
2,0.721522907,1.4521,22528.0,11.04,4893.0,0.625,815.3,0.0,1.0,0.0,0.0,4893.0,4893.0,0.0134,,True,False
0,7.09520543,3.69044,232680.0,50.23,5481.0,0.778,1959.2,0.0,1.0,0.0,0.0,5481.0,5481.0,0.0688,,True,False
0,0.651731691,2.4602,20524.0,71.9,5791.0,1.472,347.5,0.0,1.0,0.0,0.0,5791.0,5791.0,0.0142,,True,False
0,0.50818743,3.433,54.9,1.26,7141.0,1.56,29.1,1.0,0.0,0.0,0.0,7141.0,7141.0,0.0144,,True,False
0,2.73398963,1.52,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
2,19.1644498,3.553,63.8,1.83,5877.0,2.234,8.9,0.0,0.0,0.0,0.0,5877.0,5877.0,0.1538,,True,False
0,40.069674617,9.3564,41865.0,27.38,5911.0,1.207,1304.8,0.0,1.0,0.0,0.0,5911.0,5911.0,0.2376,,True,False
0,55.884827,2.283,497.6,2.11,5668.0,0.868,7.7,1.0,0.0,0.0,0.0,5668.0,5668.0,0.2828,,True,False
0,3.75938475,1.188,133.1,3.1,4976.0,2.638,11.3,0.0,0.0,1.0,0.0,4976.0,4976.0,0.0452,,True,False
0,10.6840477,3.515,81901.0,26.43,3887.0,0.523,395.3,0.0,1.0,0.0,0.0,3887.0,3887.0,0.0779,,True,False
0,2.00280845,1.22,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,10.67459836,3.82706,16676.0,68.58,6496.0,1.485,1845.6,0.0,1.0,0.0,0.0,6496.0,6496.0,0.1039,,True,False
0,2.305097141,1.9378,5880.0,89.22,8851.0,2.178,133.4,1.0,0.0,0.0,0.0,8851.0,8851.0,0.0438,,True,False
0,0.974477904,2.69834,8846.9,618.37,5210.0,15.004,801.7,0.0,1.0,0.0,0.0,5210.0,5210.0,0.0293,,True,False
0,18.525917446,5.9056,455660.0,64.42,5492.0,0.887,2246.9,0.0,1.0,0.0,0.0,5492.0,5492.0,0.1361,,True,False
2,4.15736472,2.217,200.7,1.09,5183.0,0.782,11.2,0.0,0.0,0.0,0.0,5183.0,5183.0,0.0471,,True,False
0,0.502454299,2.31547,37454.0,43.95,6134.0,0.901,873.6,0.0,1.0,0.0,0.0,6134.0,6134.0,0.0121,,True,False
0,27.308150159,4.43906,388000.0,47.06,5541.0,0.739,820.9,0.0,1.0,0.0,0.0,5541.0,5541.0,0.1611,,True,False
0,1.262742487,1.7433,15911.0,134.45,5273.0,3.15,60.8,0.0,1.0,0.0,0.0,5273.0,5273.0,0.0263,,True,False
0,0.59586463,1.5,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,1.222127938,2.2613,2486.5,30.32,5157.0,0.87,200.9,0.0,1.0,1.0,0.0,5157.0,5157.0,0.0208,,True,False
0,8.627475562,4.65505,36784.0,188.55,5146.0,4.063,1157.5,0.0,1.0,0.0,0.0,5146.0,5146.0,0.1002,,True,False
0,0.589753355,0.606,216.0,1.03,5414.0,0.678,12.4,0.0,0.0,1.0,0.0,5414.0,5414.0,0.0125,,True,False
0,2.751566365,5.2403,72609.0,42.98,5461.0,0.861,180.0,0.0,1.0,0.0,0.0,5461.0,5461.0,0.0364,,True,False
0,0.760935268,2.77023,370600.0,35.68,4675.0,0.511,1289.0,0.0,1.0,0.0,0.0,4675.0,4675.0,0.0132,,True,False
2,2.012094,2.157,74.8,0.99,5633.0,1.162,9.1,0.0,0.0,0.0,0.0,5633.0,5633.0,0.0309,,True,False
0,1.33258772,5.187,70.8,1.13,5576.0,1.289,16.0,0.0,0.0,1.0,1.0,5576.0,5576.0,0.0234,,True,False
2,9.4767057,3.893,230.5,1.38,5911.0,0.914,8.6,0.0,0.0,0.0,0.0,5911.0,5911.0,0.0879,,True,False
2,6.65171459,2.325,151.5,0.84,4889.0,0.686,10.0,0.0,0.0,0.0,0.0,4889.0,4889.0,0.0628,,True,False
2,208.54335,9.851,614.6,2.84,5533.0,1.166,10.4,0.0,0.0,0.0,0.0,5533.0,5533.0,0.6732,,True,False
2,17.7189786,4.102,176.8,1.44,5566.0,1.099,9.7,0.0,0.0,0.0,0.0,5566.0,5566.0,0.1304,,True,False
2,5.0395851,4.556,70.1,0.78,5912.0,0.924,9.6,0.0,0.0,0.0,0.0,5912.0,5912.0,0.0552,,True,False
2,7.64370363,2.738,70.9,1.85,6120.0,2.0,13.2,0.0,0.0,0.0,0.0,6120.0,6120.0,0.0819,,True,False
0,1.353414369,13.416,610.2,216.31,4850.0,8.586,100.8,1.0,0.0,1.0,1.0,4850.0,4850.0,0.03,,True,False
0,2.9590637,28.81,23.6,0.65,6192.0,1.322,6.4,1.0,0.0,0.0,0.0,6192.0,6192.0,0.0403,,True,False
0,1.806631432,1.102,217.5,1.05,4606.0,0.699,10.4,0.0,0.0,1.0,0.0,4606.0,4606.0,0.0257,,True,False
0,15.066491533,6.2852,106050.0,88.56,5751.0,1.626,893.0,0.0,1.0,0.0,0.0,5751.0,5751.0,0.1206,,True,False
0,1.831829703,7.289,40509.0,49.38,5269.0,2.183,140.4,0.0,1.0,0.0,0.0,5269.0,5269.0,0.0273,,True,False
0,0.738527259,1.2174,422.9,49.08,5869.0,2.313,104.1,0.0,1.0,1.0,0.0,5869.0,5869.0,0.0175,,True,False
0,0.89627093,2.2033,66994.0,43.47,5551.0,0.861,152.9,0.0,1.0,0.0,0.0,5551.0,5551.0,0.0172,,True,False
2,5.11683678,3.119,161.4,1.16,5955.0,0.91,9.2,0.0,0.0,0.0,0.0,5955.0,5955.0,0.0582,,True,False
0,1.06100327,1.675,95.9,0.94,5966.0,0.961,9.7,0.0,0.0,1.0,1.0,5966.0,5966.0,0.0207,,True,False
0,0.922030594,4.367,13859.0,49.63,6484.0,1.153,331.7,0.0,1.0,1.0,0.0,6484.0,6484.0,0.0196,,True,False
0,611.09299,15.22,270.0,1.53,6032.0,0.929,12.2,1.0,0.0,0.0,0.0,6032.0,6032.0,1.4167,,True,False
0,24.714790706,5.06776,208730.0,112.24,6300.0,1.862,5148.8,0.0,1.0,0.0,0.0,6300.0,6300.0,0.1772,,True,False
2,16.1191449,3.039,262.2,1.34,5319.0,0.783,8.2,0.0,0.0,0.0,0.0,5319.0,5319.0,0.1125,,True,False
0,3.6329347,2.3,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,1.161947482,4.46886,129900.0,68.69,6225.0,1.457,2435.4,0.0,1.0,0.0,0.0,6225.0,6225.0,0.0232,,True,False
0,0.607191908,1.30166,17369.0,12.44,5370.0,0.671,961.9,0.0,1.0,0.0,0.0,5370.0,5370.0,0.0122,,True,False
0,2.2502073,2.203,260.1,19.94,4507.0,12.787,7.8,1.0,0.0,1.0,0.0,4507.0,4507.0,0.0382,,True,False
2,17.9925973,2.762,198.5,1.62,5931.0,1.087,8.7,0.0,0.0,0.0,0.0,5931.0,5931.0,0.133,,True,False
0,0.648775795,4.34648,108820.0,41.58,5143.0,0.776,6873.9,0.0,1.0,0.0,0.0,5143.0,5143.0,0.0136,,True,False
0,4.132521615,12.4949,156250.0,93.1,6567.0,1.636,440.0,0.0,1.0,0.0,0.0,6567.0,6567.0,0.0518,,True,False
0,410.88527,24.1,2059.6,200346.0,5015.0,18.489,21.5,1.0,0.0,0.0,0.0,5015.0,5015.0,1.5122,,True,False
2,74.371666,12.59,102.8,2.39,6865.0,2.211,12.1,0.0,0.0,0.0,0.0,6865.0,6865.0,0.3445,,True,False
0,0.938905082,5.00453,358890.0,205.64,8615.0,3.003,2584.7,0.0,1.0,0.0,0.0,8615.0,8615.0,0.0237,,True,False
0,0.93891532,2.134,39.1,1.13,6534.0,1.797,8.2,0.0,0.0,1.0,1.0,6534.0,6534.0,0.021,,True,False
0,16.294213708,6.01687,174010.0,68.05,6237.0,1.508,7486.2,0.0,1.0,0.0,0.0,6237.0,6237.0,0.1322,,True,False
0,11.02520205,12.8097,429760.0,164.02,6047.0,2.3,2585.5,1.0,0.0,0.0,0.0,6047.0,6047.0,0.0977,,True,False
0,10.819169459,5.50262,437140.0,67.76,5955.0,0.991,5258.2,0.0,1.0,0.0,0.0,5955.0,5955.0,0.0946,,True,False
0,2.680514453,3.21178,195750.0,48.86,6038.0,1.076,665.5,0.0,1.0,0.0,0.0,6038.0,6038.0,0.0373,,True,False
2,19.164111,2.773,215.9,1.11,5103.0,0.674,8.1,0.0,0.0,0.0,0.0,5103.0,5103.0,0.1269,,True,False
0,1.053573674,1.70116,3063.0,299.87,5838.0,7.385,445.3,0.0,1.0,0.0,0.0,5838.0,5838.0,0.0263,,True,False
0,0.970085646,1.129,153.0,18.65,4555.0,15.63,9.8,0.0,1.0,1.0,0.0,4555.0,4555.0,0.0241,,True,False
0,63.52017525,17.1759,32548.0,77.1,4938.0,4.33,1708.1,0.0,1.0,0.0,0.0,4938.0,4938.0,0.3699,,True,False
0,11.300987626,10.5199,325700.0,97.12,6143.0,1.448,5027.8,0.0,1.0,0.0,0.0,6143.0,6143.0,0.1024,,True,False
0,0.92098747,2.04,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,2.182515126,6.8413,114930.0,128.15,8051.0,2.347,861.6,0.0,1.0,0.0,0.0,8051.0,8051.0,0.0405,,True,False
0,2.659418888,6.98414,305230.0,61.52,6156.0,0.932,5776.1,0.0,1.0,0.0,0.0,6156.0,6156.0,0.0376,,True,False
0,2.31610674,3.347,33.6,0.7,6025.0,1.193,13.0,0.0,0.0,0.0,1.0,6025.0,6025.0,0.0347,,True,False
2,13.5164708,2.628,140.1,0.88,5442.0,0.747,7.1,0.0,0.0,0.0,0.0,5442.0,5442.0,0.1036,,True,False
0,0.948683571,1.676,150.9,1.12,5576.0,0.852,13.8,0.0,0.0,1.0,0.0,5576.0,5576.0,0.0186,,True,False
0,1.65546056,3.52,125.1,0.9,5438.0,0.82,12.4,0.0,0.0,1.0,1.0,5438.0,5438.0,0.0266,,True,False
0,1.655472351,5.09197,174200.0,125.25,6725.0,2.171,823.8,0.0,1.0,0.0,0.0,6725.0,6725.0,0.0295,,True,False
0,4.50279037,6.72,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,1.759276227,3.19585,32091.0,40.79,6656.0,1.232,2857.7,0.0,1.0,0.0,0.0,6656.0,6656.0,0.0307,,True,False
0,1.09206792,1.646,105.9,0.74,4856.0,0.728,7.7,0.0,0.0,0.0,1.0,4856.0,4856.0,0.0192,,True,False
2,4.83014159,0.957,192.0,1.3,5693.0,0.939,11.7,0.0,0.0,0.0,0.0,5693.0,5693.0,0.0549,,True,False
2,2.41194057,1.787,67.3,1.35,5598.0,1.594,10.6,0.0,0.0,0.0,0.0,5598.0,5598.0,0.0355,,True,False
0,1.613014741,4.39594,152120.0,157.33,7832.0,2.779,1096.1,0.0,1.0,0.0,0.0,7832.0,7832.0,0.0335,,True,False
0,6.2089181,2.292,1664.0,9.2,5548.0,2.113,8.4,0.0,0.0,1.0,0.0,5548.0,5548.0,0.0666,,True,False
0,0.77996263,3.369,25.7,0.83,6002.0,1.629,9.7,1.0,0.0,0.0,1.0,6002.0,6002.0,0.0168,,True,False
2,0.800263219,0.729,170.5,0.77,4336.0,0.59,13.2,0.0,0.0,0.0,0.0,4336.0,4336.0,0.014,,True,False
0,18.646323091,8.853,231000.0,213.31,5786.0,3.478,2895.8,1.0,0.0,0.0,0.0,5786.0,5786.0,0.1589,,True,False
2,441.17369,14.82,702.0,2.27,5610.0,0.858,11.5,0.0,0.0,0.0,0.0,5610.0,5610.0,1.1175,,True,False
0,3.6673005,3.373,144.9,0.62,3823.0,0.519,9.1,0.0,0.0,1.0,0.0,3823.0,3823.0,0.0376,,True,False
0,3.044771557,11.0593,487820.0,231.93,8199.0,3.163,3684.9,0.0,1.0,0.0,0.0,8199.0,8199.0,0.0522,,True,False
0,0.773144492,4.05643,215960.0,107.13,6413.0,1.91,2947.8,0.0,1.0,0.0,0.0,6413.0,6413.0,0.0187,,True,False
0,2.66811113,22.49,48.3,1.53,6593.0,1.561,32.5,1.0,0.0,0.0,0.0,6593.0,6593.0,0.0411,,True,False
0,50.440285363,12.2001,85309.0,51.5,6225.0,1.646,2499.7,0.0,1.0,0.0,0.0,6225.0,6225.0,0.2744,,True,False
0,3.255385289,5.9498,158910.0,40.58,5806.0,0.975,840.7,0.0,1.0,0.0,0.0,5806.0,5806.0,0.0419,,True,False
0,7.4185369,1.451,14.7,0.81,9763.0,2.045,5.2,1.0,0.0,0.0,0.0,9763.0,9763.0,0.0984,,True,False
0,15.68434493,44.463,791.6,56.23,6407.0,2.191,256.3,0.0,1.0,0.0,0.0,6407.0,6407.0,0.1357,,True,False
0,5.357409918,4.28582,199160.0,124.05,5768.0,2.057,936.1,0.0,1.0,0.0,0.0,5768.0,5768.0,0.0598,,True,False
0,1.400991827,4.8798,64104.0,98.13,6706.0,1.924,669.6,0.0,1.0,0.0,0.0,6706.0,6706.0,0.0276,,True,False
2,19.2532128,1.674,219.3,1.42,6060.0,0.953,7.4,0.0,0.0,0.0,0.0,6060.0,6060.0,0.1423,,True,False
0,1.34062901,3.076,69.5,0.82,6045.0,0.955,13.1,0.0,0.0,0.0,1.0,6045.0,6045.0,0.0241,,True,False
2,14.1011023,4.513,108.2,1.26,6534.0,1.199,8.1,0.0,0.0,0.0,0.0,6534.0,6534.0,0.122,,True,False
0,7.448375935,4.23892,152670.0,34.37,5636.0,0.867,1837.9,0.0,1.0,0.0,0.0,5636.0,5636.0,0.0706,,True,False
0,0.533628226,5.772,81.8,2.41,7163.0,2.177,35.3,1.0,0.0,0.0,0.0,7163.0,7163.0,0.0144,,True,False
0,0.678137665,1.00718,885.0,30.37,6429.0,0.942,172.7,0.0,1.0,1.0,0.0,6429.0,6429.0,0.0146,,True,False
0,2.069415479,5.71941,16188.0,55.45,6640.0,1.25,1148.3,0.0,1.0,1.0,0.0,6640.0,6640.0,0.0343,,True,False
2,1.817079849,0.889,204.6,1.39,5808.0,0.963,10.8,0.0,0.0,0.0,0.0,5808.0,5808.0,0.0299,,True,False
0,8.04963472,6.00488,279650.0,95.98,6698.0,1.485,5246.5,1.0,0.0,0.0,0.0,6698.0,6698.0,0.0834,,True,False
0,11.578946873,4.6373,299740.0,58.32,6028.0,1.014,2456.3,0.0,1.0,0.0,0.0,6028.0,6028.0,0.0949,,True,False
0,1.47258471,4.76885,224010.0,123.25,7360.0,2.024,741.5,0.0,1.0,0.0,0.0,7360.0,7360.0,0.0292,,True,False
2,5.15998178,3.356,412.4,19.07,3900.0,0.534,9.9,0.0,0.0,0.0,0.0,3900.0,3900.0,0.048,,True,False
0,4.446459958,2.558,5663.8,36.15,5615.0,0.893,178.3,0.0,1.0,0.0,0.0,5615.0,5615.0,0.0517,,True,False
2,23.3787733,6.76,76.0,0.92,6210.0,1.054,8.1,0.0,0.0,0.0,0.0,6210.0,6210.0,0.164,,True,False
2,15.09984259,0.222,484.8,4.11,5191.0,0.65,6.7,0.0,0.0,0.0,0.0,5191.0,5191.0,0.1028,,True,False
0,8.207257515,4.23835,391300.0,46.82,4859.0,0.621,1748.3,0.0,1.0,0.0,0.0,4859.0,4859.0,0.0676,,True,False
0,498.68845,17.88,548.3,2.44,6184.0,1.038,9.4,1.0,0.0,0.0,0.0,6184.0,6184.0,1.2722,,True,False
0,1.22775105,1.602,327.6,1.0,4551.0,0.56,20.3,0.0,0.0,1.0,1.0,4551.0,4551.0,0.0188,,True,False
2,15.3416245,2.126,269.6,1.3,5061.0,0.814,9.2,0.0,0.0,0.0,0.0,5061.0,5061.0,0.1109,,True,False
2,21.980467,4.78,96.0,0.92,5573.0,0.936,10.1,0.0,0.0,0.0,0.0,5573.0,5573.0,0.1448,,True,False
0,7.214721393,2.36464,46802.0,16.79,4705.0,0.552,582.0,0.0,1.0,0.0,0.0,4705.0,4705.0,0.06,,True,False
1,8.15275885,1.746,16536.0,2.44,3327.0,0.189,9.2,0.0,0.0,0.0,0.0,3327.0,3327.0,0.0439,Kepler-445 d,True,False
0,3.18740907,6.19,137.5,0.81,4808.0,0.715,9.2,1.0,0.0,1.0,0.0,4808.0,4808.0,0.0381,,True,False
0,10.23273611,1.55,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,0.962815183,2.581,20.7,1.12,6638.0,2.445,12.1,0.0,0.0,0.0,1.0,6638.0,6638.0,0.0211,,True,False
2,7.23524221,2.685,60.0,0.82,5574.0,1.065,15.2,0.0,0.0,0.0,0.0,5574.0,5574.0,0.0716,,True,False
2,10.72900793,0.696,404.3,1.78,5375.0,0.876,10.1,0.0,0.0,0.0,0.0,5375.0,5375.0,0.0944,,True,False
2,8.19619768,2.109,197.4,1.55,5323.0,0.995,9.3,0.0,0.0,0.0,0.0,5323.0,5323.0,0.0758,,True,False
2,5.215752,1.13,46.8,0.83,6202.0,1.122,5.1,0.0,0.0,0.0,0.0,6202.0,6202.0,0.0628,,True,False
0,0.696290095,3.839,120.5,12.63,5904.0,0.867,19.4,1.0,0.0,1.0,1.0,5904.0,5904.0,0.0152,,True,False
2,10.0714369,6.891,49.5,1.98,5768.0,2.81,10.8,0.0,0.0,0.0,0.0,5768.0,5768.0,0.098,,True,False
0,0.62240698,1.186,155.8,1.63,6661.0,1.29,10.2,0.0,1.0,1.0,0.0,6661.0,6661.0,0.0157,,True,False
2,4.37198905,2.177,103.7,0.93,5823.0,0.919,9.9,0.0,0.0,0.0,0.0,5823.0,5823.0,0.0515,,True,False
2,6.72876606,2.277,117.4,1.03,5823.0,0.919,7.8,0.0,0.0,0.0,0.0,5823.0,5823.0,0.0686,,True,False
0,24.09002065,11.0494,6782.2,9.39,5354.0,0.804,252.3,0.0,1.0,0.0,0.0,5354.0,5354.0,0.1475,,True,False
0,4.4158933,1.155,191.1,1.42,5977.0,1.022,5.8,1.0,0.0,0.0,0.0,5977.0,5977.0,0.0549,,True,False
2,3.09383248,1.576,373.7,1.32,5327.0,0.681,9.7,0.0,0.0,0.0,0.0,5327.0,5327.0,0.0378,,True,False
0,2.666961614,2.4774,7583.4,40.68,6609.0,0.974,249.5,0.0,1.0,0.0,0.0,6609.0,6609.0,0.0383,,True,False
0,1.17430183,9.587,64.5,2.22,7537.0,2.145,13.5,1.0,0.0,0.0,0.0,7537.0,7537.0,0.026,,True,False
2,14.05652256,2.56,759.8,3.55,5713.2,1.017,23.0,0.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,15.039464523,5.39796,66877.0,51.71,6410.0,1.178,1133.5,0.0,1.0,0.0,0.0,6410.0,6410.0,0.1224,,True,False
0,3.693951168,2.2534,28290.0,20.88,5968.0,0.881,173.2,0.0,1.0,0.0,0.0,5968.0,5968.0,0.0463,,True,False
0,1.05680287,5.748,82.3,0.83,5584.0,0.885,10.9,1.0,0.0,1.0,0.0,5584.0,5584.0,0.0201,,True,False
0,0.787122102,3.0999,596.8,20.76,5210.0,0.799,57.4,0.0,1.0,1.0,1.0,5210.0,5210.0,0.0154,,True,False
0,2.15045295,4.453,169.1,24.27,4899.0,18.92,25.8,0.0,1.0,0.0,1.0,4899.0,4899.0,0.0469,,True,False
0,0.561524348,3.336,34.1,0.43,5919.0,0.715,15.7,1.0,0.0,1.0,0.0,5919.0,5919.0,0.0116,,True,False
2,315.07717192,10.31,759.8,3.55,5713.2,1.017,23.0,0.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,1.21607873,4.686,29.4,1.92,6234.0,2.5,11.2,0.0,1.0,0.0,0.0,6234.0,6234.0,0.0241,,True,False
0,38.49536985,12.8716,93327.0,124.34,6050.0,2.345,201.9,0.0,1.0,0.0,0.0,6050.0,6050.0,0.2458,,True,False
0,4.18224416,6.209,57.2,1.07,6057.0,0.999,13.8,0.0,0.0,0.0,1.0,6057.0,6057.0,0.049,,True,False
0,0.643002821,1.02608,2671.5,36.82,5681.0,1.036,295.6,0.0,1.0,1.0,0.0,5681.0,5681.0,0.0136,,True,False
0,1.95119541,1.907,59.7,0.47,4936.0,0.628,7.7,1.0,0.0,0.0,0.0,4936.0,4936.0,0.027,,True,False
0,53.220416998,17.7344,72895.0,55.22,5653.0,2.057,4563.5,0.0,1.0,0.0,0.0,5653.0,5653.0,0.2977,,True,False
2,8.0018897,3.425,102.7,0.9,5830.0,0.876,9.8,0.0,0.0,0.0,0.0,5830.0,5830.0,0.0776,,True,False
2,383.85362,9.76,422.9,2.78,6675.0,1.293,7.5,0.0,0.0,0.0,0.0,6675.0,6675.0,1.1395,,True,False
