disposition,period,duration,transit_depth,planet_radius,star_temp,star_radius,model_snr,fp_flag_nt,fp_flag_ss,fp_flag_co,fp_flag_ec,ra,dec,sma,display_name,source_kepler,source_tess
0,287.46579664,9.06,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,32.245486,13.86,93.6,1.18,6197.0,1.208,10.0,1.0,0.0,0.0,0.0,6197.0,6197.0,0.1936,,True,False
2,392.47291,7.867,345.6,5.46,6626.0,2.704,12.2,0.0,0.0,0.0,0.0,6626.0,6626.0,1.1814,,True,False
0,142.20400109,3.0,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,1.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,149.237142,2.503,772.0,2.22,5492.0,0.812,6.9,1.0,0.0,0.0,0.0,5492.0,5492.0,0.5331,,True,False
0,501.51698,3.809,487.0,1.99,5796.0,0.906,6.9,1.0,0.0,0.0,0.0,5796.0,5796.0,1.1825,,True,False
0,357.77096,12.999,216.3,1.42,5523.0,0.981,9.7,1.0,0.0,0.0,0.0,5523.0,5523.0,0.9427,,True,False
0,531.33282,3.702,669.0,2.67,6163.0,1.022,7.1,1.0,0.0,0.0,0.0,6163.0,6163.0,1.3225,,True,False
0,396.048721,16.376,931.8,13.52,5327.0,2.882,39.4,1.0,0.0,1.0,0.0,5327.0,5327.0,1.1619,,True,False
0,326.370361,4.526,568.8,22.6,5188.0,9.343,13.7,1.0,0.0,0.0,0.0,5188.0,5188.0,1.2932,,True,False
0,148.666527,4.353,319.4,6.81,5155.0,3.87,8.6,1.0,0.0,0.0,0.0,5155.0,5155.0,0.6404,,True,False
0,163.104677,2.129,576.0,2.58,5766.0,1.04,6.0,1.0,0.0,0.0,0.0,5766.0,5766.0,0.5909,,True,False
0,1.10656965,1.669,86.4,1.09,6237.0,1.165,8.4,0.0,1.0,0.0,1.0,6237.0,6237.0,0.0223,,True,False
0,46.270524872,8.93033,66244.0,35.98,6357.0,1.072,4607.4,0.0,1.0,0.0,0.0,6357.0,6357.0,0.2577,,True,False
0,13.4256161,11.781,142.3,1.66,6686.0,1.332,12.5,1.0,0.0,0.0,0.0,6686.0,6686.0,0.1189,,True,False
0,590.44065,7.55,125.7,1.62,6782.0,1.417,6.9,1.0,0.0,0.0,0.0,6782.0,6782.0,1.497,,True,False
0,28.88008607,1.35,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,2.858879267,2.3753,644.5,515.07,4893.0,16.274,37.1,0.0,1.0,1.0,1.0,4893.0,4893.0,0.0573,,True,False
0,241.647602,1.742,361.7,1.88,5962.0,0.989,5.6,1.0,0.0,0.0,0.0,5962.0,5962.0,0.7582,,True,False
0,528.07962334,3.49,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,25.2218929,14.84,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,105.52127462,2.52,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
2,581.729006,6.647,186.7,2.74,5765.0,2.005,8.6,0.0,0.0,0.0,0.0,5765.0,5765.0,1.368,,True,False
0,420.92920358,17.3985,86013.0,62.76,6461.0,1.197,1740.2,0.0,1.0,0.0,0.0,6461.0,6461.0,1.1317,,True,False
0,393.946106,6.012,747.5,18.07,4888.0,4.622,10.9,1.0,0.0,0.0,0.0,4888.0,4888.0,1.1118,,True,False
0,194.896925,2.504,557.4,8.98,5269.0,3.706,8.8,1.0,0.0,0.0,0.0,5269.0,5269.0,0.6063,,True,False
2,56.001782,1.706,125.2,1.54,6116.0,1.332,7.2,0.0,0.0,0.0,0.0,6116.0,6116.0,0.2842,,True,False
0,471.95076253,5.03,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,101.928291,2.171,243.5,1.7,5489.0,1.11,6.3,1.0,0.0,0.0,0.0,5489.0,5489.0,0.4246,,True,False
0,379.63135,16.78,1036.2,1.67,4847.0,0.527,13.8,1.0,0.0,0.0,0.0,4847.0,4847.0,0.8544,,True,False
2,69.932459,2.03,264.4,8.25,5207.0,5.183,8.4,0.0,0.0,0.0,0.0,5207.0,5207.0,0.415,,True,False
1,287.377314,18.821,4376.9,11.67,5548.0,1.793,60.4,0.0,0.0,0.0,0.0,5548.0,5548.0,0.8748,Kepler-1625 b,True,False
2,535.93723,11.85,337.2,1.83,6014.0,0.958,8.8,0.0,0.0,0.0,0.0,6014.0,6014.0,1.3107,,True,False
0,367.72767,3.104,926.0,1.96,4869.0,0.657,5.8,1.0,0.0,0.0,0.0,4869.0,4869.0,0.8925,,True,False
0,4.20601251,6.82,106.7,0.82,5514.0,0.79,10.7,1.0,0.0,0.0,1.0,5514.0,5514.0,0.0464,,True,False
2,313.051405,10.969,594.9,2.91,6218.0,1.185,39.5,0.0,0.0,0.0,0.0,6218.0,6218.0,0.9249,,True,False
0,4.18236124,6.70175,193980.0,69.37,6188.0,1.166,2666.0,0.0,1.0,0.0,0.0,6188.0,6188.0,0.0512,,True,False
2,18.9828305,6.303,49.1,0.72,5962.0,1.035,9.6,0.0,0.0,0.0,0.0,5962.0,5962.0,0.1431,,True,False
0,186.59466,16.57,685.0,2.66,6163.0,1.013,8.8,1.0,0.0,0.0,0.0,6163.0,6163.0,0.6565,,True,False
0,7.87173698,2.619,34.7,0.54,5428.0,0.94,10.8,0.0,0.0,1.0,0.0,5428.0,5428.0,0.0724,,True,False
2,357.437578,15.903,272.3,3.13,7610.0,1.862,13.6,0.0,0.0,0.0,0.0,7610.0,7610.0,1.1758,,True,False
2,215.634356,15.097,148.0,1.92,6163.0,1.568,12.3,0.0,0.0,0.0,0.0,6163.0,6163.0,0.7111,,True,False
2,30.928898,3.436,203.3,8.1,5029.0,5.127,8.5,0.0,0.0,0.0,0.0,5029.0,5029.0,0.2282,,True,False
0,7.155547398,4.5711,2568.8,48.93,4992.0,8.052,124.6,0.0,1.0,0.0,0.0,4992.0,4992.0,0.093,,True,False
2,293.392635,3.661,518.8,6.84,5203.0,3.055,9.9,0.0,0.0,0.0,0.0,5203.0,5203.0,0.8787,,True,False
0,63.024229,5.77,294.6,1.5,5691.0,0.887,6.1,1.0,0.0,0.0,0.0,5691.0,5691.0,0.3106,,True,False
0,506.771836,10.535,195.2,1.8,6035.0,1.283,15.0,0.0,0.0,0.0,0.0,6035.0,6035.0,1.2029,,True,False
2,5.43361347,1.0338,1421.0,2.09,3694.0,0.566,17.9,0.0,0.0,0.0,0.0,3694.0,3694.0,0.0501,,True,False
2,47.82278681,1.19,759.8,3.55,5713.2,1.017,23.0,0.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
2,348.96347,13.84,585.2,2.04,4823.0,0.792,11.8,0.0,0.0,0.0,0.0,4823.0,4823.0,0.9152,,True,False
0,57.1143966,2.182,268.8,1.82,6136.0,1.106,5.9,1.0,0.0,0.0,0.0,6136.0,6136.0,0.2966,,True,False
2,59.4037839,10.041,123.5,1.65,6373.0,1.209,17.0,0.0,0.0,0.0,0.0,6373.0,6373.0,0.2942,,True,False
0,485.91276,2.42,1368.0,3.61,5957.0,0.937,7.0,1.0,0.0,0.0,0.0,5957.0,5957.0,1.221,,True,False
0,20.5311708,5.67,284.6,1.39,5398.0,0.805,9.8,0.0,0.0,1.0,1.0,5398.0,5398.0,0.1417,,True,False
0,2.31164074,2.317,488.7,39.73,4883.0,18.427,24.6,0.0,1.0,1.0,0.0,4883.0,4883.0,0.0515,,True,False
2,43.581043,6.883,348.7,1.94,6225.0,1.031,8.7,0.0,0.0,0.0,0.0,6225.0,6225.0,0.2498,,True,False
2,327.063,8.06,1006.0,2.82,5750.0,0.882,8.8,0.0,0.0,0.0,0.0,5750.0,5750.0,0.9231,,True,False
0,21.92866538,9.7526,22178.0,65.97,5001.0,3.028,664.6,0.0,1.0,0.0,0.0,5001.0,5001.0,0.1526,,True,False
2,651.07431,5.603,153.7,1.55,5696.0,1.261,7.1,0.0,0.0,0.0,0.0,5696.0,5696.0,1.4502,,True,False
2,49.1782244,5.8,449.0,1.79,5674.0,0.839,9.4,0.0,0.0,0.0,0.0,5674.0,5674.0,0.2402,,True,False
0,545.54618,6.944,177.7,2.01,6432.0,1.476,9.0,1.0,0.0,0.0,0.0,6432.0,6432.0,1.3536,,True,False
0,1.928420823,3.8253,191240.0,79.4,6615.0,1.326,438.3,0.0,1.0,0.0,0.0,6615.0,6615.0,0.0319,,True,False
0,328.84846,5.45,901.0,2.23,5382.0,0.724,6.0,1.0,0.0,0.0,0.0,5382.0,5382.0,0.8538,,True,False
2,271.790292,2.944,318.4,2.38,6484.0,1.32,8.1,0.0,0.0,0.0,0.0,6484.0,6484.0,0.8611,,True,False
0,125.95781975,8.63,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
2,3.5645249,2.062,53.9,0.6,5435.0,0.824,8.0,0.0,0.0,0.0,0.0,5435.0,5435.0,0.0447,,True,False
0,426.34444,14.139,90.2,1.33,6395.0,1.394,9.7,1.0,0.0,0.0,0.0,6395.0,6395.0,1.1269,,True,False
2,48.2455501,1.375,60.5,0.64,5441.0,0.827,5.0,0.0,0.0,0.0,0.0,5441.0,5441.0,0.2363,,True,False
0,256.846143,6.289,1706.0,46743.4,5208.0,4.329,14.9,1.0,0.0,0.0,0.0,5208.0,5208.0,0.8917,,True,False
0,146.931518,23.78,257.0,2.89,6237.0,1.135,19.3,1.0,0.0,0.0,0.0,6237.0,6237.0,0.5495,,True,False
2,377.311149,3.33,804.0,2.56,5897.0,0.891,8.3,0.0,0.0,0.0,0.0,5897.0,5897.0,1.0168,,True,False
2,265.741374,18.078,273.4,3.24,6537.0,1.859,21.6,0.0,0.0,0.0,0.0,6537.0,6537.0,0.9044,,True,False
2,470.65357,3.458,985.0,2.99,6039.0,0.951,8.3,0.0,0.0,0.0,0.0,6039.0,6039.0,1.1952,,True,False
0,309.19347,23.51,1445.0,3.07,5504.0,0.819,6.5,1.0,0.0,1.0,0.0,5504.0,5504.0,0.8687,,True,False
0,1.541530919,4.8691,213260.0,115.49,7631.0,1.937,601.5,0.0,1.0,0.0,0.0,7631.0,7631.0,0.0304,,True,False
0,122.713036,3.999,290.7,1.79,6244.0,1.009,6.5,1.0,0.0,0.0,0.0,6244.0,6244.0,0.4947,,True,False
2,15.18575582,0.633,256.7,2.26,6311.0,1.339,11.8,0.0,0.0,0.0,0.0,6311.0,6311.0,0.1222,,True,False
0,25.50236699,1.8,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,290.625016,4.411,147.6,2.86,5195.0,2.409,10.3,1.0,0.0,0.0,0.0,5195.0,5195.0,0.9001,,True,False
0,2.945414866,2.702,968.7,38.32,4403.0,12.927,47.5,0.0,1.0,0.0,0.0,4403.0,4403.0,0.0391,,True,False
2,59.14382117,1.74,759.8,3.55,5713.2,1.017,23.0,0.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,232.822285,0.99,22617.0,48.88,6106.0,0.966,8.8,1.0,0.0,0.0,0.0,6106.0,6106.0,0.752,,True,False
0,146.355097,5.034,820.0,0.82,3401.0,0.29,6.0,1.0,0.0,0.0,0.0,3401.0,3401.0,0.3568,,True,False
2,26.092284,6.623,122.4,1.35,6346.0,1.214,12.2,0.0,0.0,0.0,0.0,6346.0,6346.0,0.1849,,True,False
0,0.523493764,0.9015,54.0,1.82,6122.0,2.455,23.5,0.0,1.0,1.0,0.0,6122.0,6122.0,0.0141,,True,False
0,514.14221,4.153,1491.0,2.98,5524.0,0.78,5.8,1.0,0.0,0.0,0.0,5524.0,5524.0,1.1866,,True,False
2,47.0628978,1.545,1647.0,4.1,5838.0,0.897,14.5,0.0,0.0,0.0,0.0,5838.0,5838.0,0.2546,,True,False
0,26.737139497,4.68919,53516.0,29.28,5794.0,1.155,4731.1,0.0,1.0,0.0,0.0,5794.0,5794.0,0.1757,,True,False
0,310.61299,2.562,920.0,3.04,6063.0,1.001,6.5,1.0,0.0,0.0,0.0,6063.0,6063.0,0.9211,,True,False
0,461.1417,3.875,382.0,7.1,5071.0,3.698,9.4,1.0,0.0,0.0,0.0,5071.0,5071.0,1.0992,,True,False
0,0.987069622,1.0092,384.8,2.43,6602.0,1.223,2.5,0.0,0.0,1.0,0.0,6602.0,6602.0,0.0208,,True,False
0,329.71491,12.11,337.0,1.39,5576.0,0.758,6.0,1.0,0.0,0.0,0.0,5576.0,5576.0,0.8532,,True,False
2,100.345648,7.939,372.3,1.57,5180.0,0.8,15.2,0.0,0.0,0.0,0.0,5180.0,5180.0,0.3965,,True,False
2,111.187116,3.569,110.8,1.51,5806.0,1.281,7.3,0.0,0.0,0.0,0.0,5806.0,5806.0,0.4341,,True,False
0,1.23708565,5.743,803.8,36.31,6556.0,1.324,55.3,0.0,0.0,0.0,1.0,6556.0,6556.0,0.0234,,True,False
0,498.24938,8.73,522.6,14.02,4949.0,6.334,11.8,1.0,0.0,0.0,0.0,4949.0,4949.0,1.551,,True,False
0,1.573020098,15.574,292.2,31.6,6770.0,1.449,195.5,1.0,0.0,0.0,0.0,6770.0,6770.0,0.029,,True,False
2,27.765596,19.49,147.6,1.2,5897.0,0.999,14.2,0.0,0.0,0.0,0.0,5897.0,5897.0,0.1847,,True,False
0,1.534679933,1.7237,456.6,18.39,4965.0,8.834,64.6,0.0,1.0,0.0,0.0,4965.0,4965.0,0.0332,,True,False
0,71.59889,10.53,654.0,4.49,6637.0,1.662,5.7,1.0,0.0,0.0,0.0,6637.0,6637.0,0.3422,,True,False
2,367.6758,23.5,699.5,2.77,6140.0,1.048,14.0,0.0,0.0,0.0,0.0,6140.0,6140.0,1.0505,,True,False
2,354.21154,18.594,821.3,8.41,4842.0,3.035,22.0,0.0,0.0,0.0,0.0,4842.0,4842.0,1.0491,,True,False
2,171.028691,11.784,394.2,2.49,6123.0,1.252,13.1,0.0,0.0,0.0,0.0,6123.0,6123.0,0.6461,,True,False
2,624.90338,12.169,249.0,2.77,7089.0,1.729,10.6,0.0,0.0,0.0,0.0,7089.0,7089.0,1.6505,,True,False
2,25.5338535,2.076,368.0,1.18,4445.0,0.635,8.3,0.0,0.0,0.0,0.0,4445.0,4445.0,0.1454,,True,False
2,339.18998,5.117,822.0,2.75,5544.0,0.966,7.6,0.0,0.0,0.0,0.0,5544.0,5544.0,0.9053,,True,False
0,77.66967809,3.01,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,2.976012511,6.52033,449090.0,79.99,6572.0,1.08,3630.4,0.0,1.0,0.0,0.0,6572.0,6572.0,0.0417,,True,False
2,349.73652,3.428,886.0,2.32,5310.0,0.796,6.0,0.0,0.0,0.0,0.0,5310.0,5310.0,0.9325,,True,False
0,1.606003121,4.88602,402550.0,360.08,5297.0,5.059,4679.3,0.0,1.0,0.0,0.0,5297.0,5297.0,0.0245,,True,False
0,61.438007,3.861,253.0,14.79,5080.0,8.527,9.0,1.0,0.0,0.0,0.0,5080.0,5080.0,0.4115,,True,False
2,436.18813,11.35,118.0,1.64,6499.0,1.497,8.7,0.0,0.0,0.0,0.0,6499.0,6499.0,1.1232,,True,False
0,147.863607,1.948,560.0,2.03,5485.0,0.867,6.6,1.0,0.0,0.0,0.0,5485.0,5485.0,0.5451,,True,False
0,586.91711807,5.32,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
2,21.1579573,4.706,215.9,1.63,6063.0,1.012,10.2,0.0,0.0,0.0,0.0,6063.0,6063.0,0.1555,,True,False
0,19.545185,1.597,40.2,0.76,6273.0,1.16,5.4,1.0,0.0,0.0,0.0,6273.0,6273.0,0.1423,,True,False
0,215.044269,3.517,351.1,1.89,5651.0,1.02,8.7,1.0,0.0,0.0,0.0,5651.0,5651.0,0.6781,,True,False
2,169.330666,2.6,532.7,16.68,5106.0,7.052,9.7,0.0,0.0,0.0,0.0,5106.0,5106.0,0.7343,,True,False
0,1.174683069,2.5167,356.4,3.06,5974.0,1.143,87.5,0.0,1.0,1.0,0.0,5974.0,5974.0,0.022,,True,False
0,33.2948005,2.997,215.7,1.46,6217.0,0.989,6.6,1.0,0.0,0.0,0.0,6217.0,6217.0,0.2065,,True,False
2,249.35154,13.76,1637.0,4.42,5780.0,1.0,8.2,0.0,0.0,0.0,0.0,5780.0,5780.0,0.777,,True,False
2,371.56492,14.736,375.5,1.89,5735.0,0.972,16.2,0.0,0.0,0.0,0.0,5735.0,5735.0,0.929,,True,False
2,546.53309,16.04,758.0,1.03,3434.0,0.36,12.3,0.0,0.0,0.0,0.0,3434.0,3434.0,0.9386,,True,False
2,364.63189,22.93,302.8,2.06,6446.0,1.155,13.3,0.0,0.0,0.0,0.0,6446.0,6446.0,1.0531,,True,False
2,330.738115,4.998,333.3,4.42,5458.0,2.453,8.7,0.0,0.0,0.0,0.0,5458.0,5458.0,1.0084,,True,False
2,78.876125,4.912,472.3,2.03,6046.0,0.927,8.1,0.0,0.0,0.0,0.0,6046.0,6046.0,0.3616,,True,False
0,476.39752,12.13,287.8,1.82,6300.0,1.064,11.1,0.0,0.0,0.0,0.0,6300.0,6300.0,1.2101,,True,False
0,231.364508,4.747,1488.0,2.45,4691.0,0.604,9.2,1.0,0.0,0.0,0.0,4691.0,4691.0,0.6316,,True,False
0,106.779168,1.905,163.0,1.94,7158.0,1.494,6.3,1.0,0.0,0.0,0.0,7158.0,7158.0,0.4835,,True,False
2,444.04257,10.9,417.4,1.48,5776.0,0.726,7.4,0.0,0.0,0.0,0.0,5776.0,5776.0,1.0603,,True,False
0,12.5748872,3.549,731.0,1.03,3552.0,0.387,7.8,0.0,0.0,1.0,0.0,3552.0,3552.0,0.0782,,True,False
0,484.172005,4.566,518.2,2.38,5858.0,1.04,11.3,1.0,0.0,0.0,0.0,5858.0,5858.0,1.2567,,True,False
0,277.77499,7.07,1078.0,2.48,4949.0,0.73,9.2,1.0,0.0,1.0,0.0,4949.0,4949.0,0.7428,,True,False
0,561.08191,14.94,229.1,1.93,6014.0,1.258,9.8,1.0,0.0,0.0,0.0,6014.0,6014.0,1.3583,,True,False
2,211.330867,4.66,531.0,2.09,5941.0,0.911,7.5,0.0,0.0,0.0,0.0,5941.0,5941.0,0.6948,,True,False
0,28.615014,24.74,70.5,1.69,5562.0,1.987,13.5,0.0,1.0,0.0,0.0,5562.0,5562.0,0.1953,,True,False
2,105.5904748,2.188,292.4,8.16,4869.0,4.383,9.5,0.0,0.0,0.0,0.0,4869.0,4869.0,0.4506,,True,False
0,3.017155419,13.3898,1381.8,38.71,5893.0,1.302,223.5,0.0,1.0,1.0,0.0,5893.0,5893.0,0.0398,,True,False
0,94.818136,83.31,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,52.6727624,3.039,248.0,1.64,6184.0,1.038,6.7,1.0,0.0,0.0,0.0,6184.0,6184.0,0.2843,,True,False
0,34.4886903,1.22,59.9,0.71,5629.0,0.886,6.3,1.0,0.0,0.0,0.0,5629.0,5629.0,0.1987,,True,False
0,2.6228301,7.29719,409710.0,70.62,6233.0,0.988,5312.7,0.0,1.0,0.0,0.0,6233.0,6233.0,0.0379,,True,False
0,222.068928,1.938,643.0,29.97,5221.0,12.042,6.7,1.0,0.0,0.0,0.0,5221.0,5221.0,1.0455,,True,False
0,0.56493398,2.4385,2067.0,30.51,5808.0,0.898,166.0,1.0,0.0,1.0,1.0,5808.0,5808.0,0.0121,,True,False
0,246.12174,18.0,6847.0,7233.87,5780.0,1.0,9.2,1.0,0.0,1.0,0.0,5780.0,5780.0,0.7702,,True,False
0,159.05846,10.08,194.3,1.54,6365.0,1.033,6.3,1.0,0.0,0.0,0.0,6365.0,6365.0,0.5754,,True,False
2,550.86514,14.548,346.5,2.06,5912.0,1.115,20.8,0.0,0.0,0.0,0.0,5912.0,5912.0,1.3399,,True,False
2,380.39474,10.775,603.0,1.84,5772.0,0.745,8.6,0.0,0.0,0.0,0.0,5772.0,5772.0,0.9626,,True,False
0,419.21314,6.385,2084.0,5.06,5780.0,1.0,9.6,1.0,0.0,0.0,0.0,5780.0,5780.0,1.0986,,True,False
0,350.98474,14.49,600.0,1.97,5473.0,0.816,10.8,1.0,0.0,0.0,0.0,5473.0,5473.0,0.918,,True,False
0,298.4688,3.748,315.4,11.33,5189.0,6.491,10.6,1.0,0.0,0.0,0.0,5189.0,5189.0,1.1066,,True,False
2,12.5747207,2.896,323.3,1.45,5654.0,0.774,10.5,0.0,0.0,0.0,0.0,5654.0,5654.0,0.1003,,True,False
0,43.22793081,1.39,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,528.10984,18.01,89.8,0.77,5618.0,0.811,8.4,1.0,0.0,0.0,0.0,5618.0,5618.0,1.2275,,True,False
0,63.12379762,1.87,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,358.54455552,11.46,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
0,119.669671,20.67,421.9,2.21,6382.0,1.059,14.2,1.0,0.0,0.0,1.0,6382.0,6382.0,0.4918,,True,False
0,598.31791,16.07,283.2,1.27,5216.0,0.735,8.3,1.0,0.0,0.0,0.0,5216.0,5216.0,1.2952,,True,False
2,33.3726538,3.663,618.4,1.95,5504.0,0.796,10.1,0.0,0.0,0.0,0.0,5504.0,5504.0,0.1949,,True,False
0,18.40783671,1.55,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
2,143.163697,4.854,390.3,20.03,5145.0,7.653,12.9,0.0,0.0,0.0,0.0,5145.0,5145.0,0.7172,,True,False
0,250.4858,12.72,674.6,2.1,5377.0,0.814,13.2,0.0,1.0,0.0,0.0,5377.0,5377.0,0.7571,,True,False
0,401.38712,32.21,166.2,2.04,5858.0,1.498,18.6,1.0,0.0,0.0,0.0,5858.0,5858.0,1.0929,,True,False
0,49.312677,4.057,1713.0,2.84,4541.0,0.666,6.6,1.0,0.0,0.0,0.0,4541.0,4541.0,0.2288,,True,False
0,288.94276,11.43,160.6,1.05,5786.0,0.827,6.7,1.0,0.0,0.0,0.0,5786.0,5786.0,0.7687,,True,False
0,273.6857427,8.3881,15350.0,37.15,6033.0,1.65,202.3,0.0,1.0,0.0,0.0,6033.0,6033.0,0.8697,,True,False
0,28.1117095,1.689,119.4,1.19,5780.0,1.0,6.5,1.0,0.0,0.0,0.0,5780.0,5780.0,0.1813,,True,False
0,17.745456135,4.0678,80258.0,116.14,6337.0,2.216,272.2,0.0,1.0,0.0,0.0,6337.0,6337.0,0.1416,,True,False
0,603.3102,8.025,517.9,2.6,6446.0,1.125,11.9,1.0,0.0,0.0,0.0,6446.0,6446.0,1.4588,,True,False
1,7.20281185,2.8305,1832.6,3.06,5388.0,0.717,49.4,0.0,0.0,0.0,0.0,5388.0,5388.0,0.0643,Kepler-1627 b,True,False
0,36.4772788,2.092,463.0,1.65,4910.0,0.755,5.8,1.0,0.0,0.0,0.0,4910.0,4910.0,0.1939,,True,False
2,282.0309,14.69,782.0,3.22,6343.0,1.137,11.8,0.0,0.0,0.0,0.0,6343.0,6343.0,0.8986,,True,False
2,179.25465,22.35,272.4,1.35,5692.0,0.82,9.9,0.0,0.0,0.0,0.0,5692.0,5692.0,0.5702,,True,False
2,65.752109,6.854,382.5,2.0,5816.0,1.03,9.9,0.0,0.0,0.0,0.0,5816.0,5816.0,0.3239,,True,False
0,249.61377295,3.2,759.8,3.55,5713.2,1.017,23.0,1.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
2,59.9655175,1.89,310.1,1.92,5729.0,1.105,5.5,0.0,0.0,0.0,0.0,5729.0,5729.0,0.3048,,True,False
0,399.49671,5.351,139.3,1.39,6224.0,1.177,6.9,1.0,0.0,0.0,0.0,6224.0,6224.0,1.0824,,True,False
2,112.951287,4.284,555.6,15.19,5215.0,6.428,7.3,0.0,0.0,0.0,0.0,5215.0,5215.0,0.5548,,True,False
2,103.363691,6.012,359.1,2.0,5762.0,1.022,9.4,0.0,0.0,0.0,0.0,5762.0,5762.0,0.4454,,True,False
0,251.958533,4.742,204.1,1.4,5870.0,0.985,15.3,0.0,0.0,1.0,0.0,5870.0,5870.0,0.7799,,True,False
2,276.879492,3.779,1762.0,11.67,5324.0,0.966,10.4,0.0,0.0,0.0,0.0,5324.0,5324.0,0.7871,,True,False
0,389.169027,3.759,513.3,15.36,5075.0,6.918,7.7,1.0,0.0,0.0,0.0,5075.0,5075.0,1.2871,,True,False
2,418.04355,10.777,481.6,13.73,5110.0,5.469,10.8,0.0,0.0,0.0,0.0,5110.0,5110.0,1.298,,True,False
0,18.78970984,4.13997,40789.0,44.01,6477.0,0.884,488.7,0.0,1.0,0.0,0.0,6477.0,6477.0,0.1276,,True,False
0,0.915782856,2.24,301.0,32.86,6318.0,1.333,7.7,0.0,0.0,1.0,0.0,6318.0,6318.0,0.0195,,True,False
0,0.66882716,1.069,68.2,124.42,3711.0,150.091,6.2,0.0,1.0,0.0,0.0,3711.0,3711.0,0.0231,,True,False
2,370.05918,11.86,669.8,1.9,5228.0,0.751,8.6,0.0,0.0,0.0,0.0,5228.0,5228.0,0.9386,,True,False
0,43.5428781,3.6768,5447.0,17.47,6669.0,1.427,52.1,0.0,1.0,0.0,0.0,6669.0,6669.0,0.2607,,True,False
2,19.4534296,4.873,149.0,1.25,6372.0,1.015,9.8,0.0,0.0,0.0,0.0,6372.0,6372.0,0.1447,,True,False
0,3.72273683,8.552,37.8,0.52,5898.0,0.819,14.7,1.0,0.0,1.0,1.0,5898.0,5898.0,0.0455,,True,False
0,3.7229369,10.57,65.2,0.46,3724.0,0.48,18.6,1.0,0.0,1.0,1.0,3724.0,3724.0,0.0371,,True,False
0,1.80455062,2.166,39.7,0.65,6006.0,1.019,12.5,0.0,0.0,0.0,1.0,6006.0,6006.0,0.0288,,True,False
0,10.1955065,2.447,221.4,1.02,5182.0,0.666,7.0,1.0,0.0,0.0,0.0,5182.0,5182.0,0.0796,,True,False
2,232.916142,7.037,64.8,1.2,5807.0,1.496,8.5,0.0,0.0,0.0,0.0,5807.0,5807.0,0.7527,,True,False
0,3.66115536,14.807,34.3,0.81,6356.0,1.308,27.8,0.0,1.0,0.0,0.0,6356.0,6356.0,0.0478,,True,False
1,267.282521,7.788,471.9,1.43,4926.0,0.662,19.3,0.0,0.0,0.0,0.0,4926.0,4926.0,0.7279,Kepler-62 f,True,False
1,16.9348104,3.408,346.3,1.31,4650.0,0.706,11.5,0.0,0.0,0.0,0.0,4650.0,4650.0,0.115,Kepler-354 c,True,False
2,44.7055876,6.262,471.8,72.59,5942.0,0.938,12.0,0.0,0.0,0.0,0.0,5942.0,5942.0,0.249,,True,False
2,57.3888262,3.543,344.4,1.88,5242.0,0.856,11.9,0.0,0.0,0.0,0.0,5242.0,5242.0,0.278,,True,False
2,126.51457638,2.15,759.8,3.55,5713.2,1.017,23.0,0.0,0.0,0.0,0.0,338.6062312,64.4227545,0.0819,,True,False
2,14.5168151,5.796,86.0,1.82,5934.0,1.885,11.7,0.0,0.0,0.0,0.0,5934.0,5934.0,0.1218,,True,False
