disposition,period,duration,transit_depth,planet_radius,star_temp,star_radius,model_snr,fp_flag_nt,fp_flag_ss,fp_flag_co,fp_flag_ec,source_kepler,source_tess
0,21.5324915,4.156,100.5,1.47,6737.0,1.41,12.1,0.0,0.0,1.0,0.0,True,False
0,3.74779583,3.157,88.5,1.06,6341.0,1.111,14.4,0.0,0.0,1.0,1.0,True,False
0,0.91842238,5.664,162.9,16.07,5288.0,0.74,12.9,1.0,0.0,1.0,1.0,True,False
0,373.43233,16.5,166.7,1.48,6146.0,1.141,12.9,1.0,0.0,0.0,0.0,True,False
1,9.74048508,1.6993,121.4,0.95,5051.0,0.721,25.8,0.0,0.0,0.0,0.0,True,False
0,397.73781,13.08,460.8,2.2,6194.0,1.02,8.8,1.0,0.0,0.0,0.0,True,False
0,5.35745121,2.592,78.2,1.65,6123.0,1.86,16.4,0.0,0.0,0.0,1.0,True,False
0,2.16132662,4.487,112.2,0.5,3754.0,0.43,25.3,0.0,1.0,0.0,1.0,True,False
1,6.76289308,6.204,50.9,1.21,6547.0,1.63,14.6,0.0,0.0,0.0,0.0,True,False
0,1.09844642,1.528,45.0,1.73,6403.0,2.391,15.1,0.0,0.0,1.0,0.0,True,False
0,25.94947,15.7,238.3,1.22,5348.0,0.748,8.2,0.0,0.0,0.0,1.0,True,False
0,1.8789138,4.279,30.2,1.9,8046.0,3.339,17.8,0.0,0.0,0.0,1.0,True,False
1,41.8681996,5.783,150.7,1.25,5852.0,0.837,12.5,0.0,0.0,0.0,0.0,True,False
0,0.514771509,1.256,43.4,0.57,5730.0,0.87,12.0,0.0,1.0,1.0,0.0,True,False
1,8.61742738,2.713,154.9,1.01,5009.0,0.84,11.3,0.0,0.0,0.0,0.0,True,False
0,35.945188,8.23,72.6,1.5,6578.0,1.744,4.1,1.0,0.0,0.0,0.0,True,False
0,5.00749378,2.898,56.6,1.68,5242.0,2.243,14.7,0.0,0.0,1.0,0.0,True,False
1,196.436796,8.556,631.9,2.33,5462.0,0.946,14.4,0.0,0.0,0.0,0.0,True,False
0,0.566810643,3.471,45.6,0.52,5776.0,0.758,17.2,1.0,0.0,1.0,1.0,True,False
0,262.477098,5.816,1016.0,1.92,4227.0,0.62,9.7,0.0,0.0,1.0,0.0,True,False
0,2.21030572,2.492,92.0,1.06,6355.0,1.09,11.4,0.0,0.0,1.0,0.0,True,False
0,5.99321872,3.92,203.2,1.23,5853.0,0.868,9.5,0.0,0.0,1.0,0.0,True,False
0,0.70544189,1.772,133.5,1.04,5838.0,0.897,13.9,0.0,1.0,1.0,1.0,True,False
0,0.981399749,0.5051,158.3,1.21,6038.0,0.898,16.2,1.0,0.0,1.0,0.0,True,False
0,0.933728755,4.363,13.5,0.72,6652.0,1.863,17.9,0.0,0.0,1.0,1.0,True,False
0,12.607591424,29.1267,79.5,1.61,6047.0,1.002,41.6,1.0,0.0,0.0,0.0,True,False
0,0.734573766,1.295,68.4,0.86,5602.0,1.051,11.4,0.0,0.0,1.0,0.0,True,False
0,289.86046,11.103,234.5,1.5,5914.0,0.971,10.3,1.0,0.0,0.0,0.0,True,False
0,357.13089,13.04,330.5,1.62,5838.0,0.897,11.8,1.0,0.0,0.0,0.0,True,False
0,370.50684,12.132,418.6,2.06,6360.0,0.999,8.8,1.0,0.0,0.0,0.0,True,False
0,1.332580225,2.057,46.3,2.18,6858.0,3.096,16.4,0.0,0.0,0.0,1.0,True,False
1,7.99144696,3.639,145.0,1.53,5700.0,1.006,12.8,0.0,0.0,0.0,0.0,True,False
0,2.9039446,10.542,13.1,1.17,7846.0,3.05,32.0,1.0,0.0,0.0,0.0,True,False
0,68.538296,3.627,1087.0,25.77,4687.0,8.123,11.3,1.0,0.0,0.0,0.0,True,False
0,369.7985,12.564,1106.4,2.53,5680.0,0.757,11.1,1.0,0.0,0.0,0.0,True,False
0,6.5588346,3.034,41.2,0.7,5780.0,1.0,8.1,1.0,0.0,1.0,0.0,True,False
0,0.643007769,0.69,68.1,0.35,3925.0,0.421,10.3,0.0,1.0,1.0,1.0,True,False
0,1.061937837,2.31,52.0,0.68,5893.0,0.941,16.3,0.0,0.0,1.0,1.0,True,False
0,15.07277287,0.7794,345.0,1.73,5521.0,0.771,13.0,0.0,1.0,0.0,0.0,True,False
0,1.71659304,1.154,138.0,1.17,6192.0,0.987,9.5,0.0,0.0,1.0,0.0,True,False
0,358.818895,2.503,666.1,2.66,6056.0,0.918,11.5,0.0,0.0,1.0,0.0,True,False
0,181.3537,16.19,455.0,2.11,5900.0,0.951,11.7,1.0,0.0,0.0,0.0,True,False
0,3.74786694,3.632,80.9,0.89,5957.0,0.971,19.1,0.0,0.0,1.0,1.0,True,False
0,0.913244995,0.4931,47.8,0.77,5923.0,1.049,10.2,0.0,1.0,1.0,0.0,True,False
0,2.97599368,4.023,55.0,0.79,6202.0,1.055,13.0,0.0,0.0,1.0,1.0,True,False
0,0.584148495,1.6192,66.2,0.87,5427.0,1.031,21.9,0.0,1.0,1.0,0.0,True,False
0,0.824180121,2.839,208.1,17.8,5977.0,0.883,39.7,1.0,0.0,1.0,0.0,True,False
0,0.579770948,1.0377,467.9,2.4,5561.0,0.854,44.3,1.0,0.0,1.0,0.0,True,False
0,0.92225589,4.227,33.0,1.29,5631.0,1.485,7.1,1.0,0.0,0.0,0.0,True,False
0,0.75499096,2.485,215.8,1.39,5743.0,0.946,9.9,0.0,0.0,1.0,1.0,True,False
0,353.40191,6.681,948.0,2.35,4957.0,0.763,9.1,1.0,0.0,0.0,0.0,True,False
0,1.428596987,2.1401,50.0,1.62,6745.0,2.144,26.1,1.0,0.0,1.0,1.0,True,False
0,2.21701025,2.148,29.4,1.16,7524.0,2.092,11.7,0.0,0.0,1.0,1.0,True,False
0,43.0759115,90.95,3452.0,213.46,4766.0,5.915,323.1,0.0,1.0,0.0,0.0,True,False
0,372.62637,18.52,542.0,2.38,6014.0,0.993,11.9,1.0,0.0,0.0,0.0,True,False
0,1.02087831,2.429,33.4,0.64,5750.0,1.106,9.9,0.0,0.0,1.0,0.0,True,False
0,1.26132769,1.244,109.7,0.14,2900.0,0.132,9.9,0.0,0.0,1.0,0.0,True,False
0,6.09406648,2.085,3027.0,54.54,6785.0,1.666,19.0,0.0,1.0,0.0,0.0,True,False
0,1.1578141,3.253,54.8,1.24,5412.0,1.629,27.8,0.0,1.0,0.0,1.0,True,False
0,0.566800926,4.407,264.5,2.19,5780.0,1.0,63.2,1.0,0.0,0.0,0.0,True,False
0,24.1876477,2.654,194.8,118.8,6437.0,1.31,11.4,0.0,0.0,1.0,0.0,True,False
0,2.44926655,2.988,108.2,0.76,4840.0,0.749,10.7,0.0,0.0,1.0,0.0,True,False
0,2.17812826,2.601,100.8,0.81,5426.0,0.805,10.4,0.0,0.0,1.0,1.0,True,False
0,1.33259494,2.783,92.7,0.89,6063.0,0.918,7.8,0.0,0.0,1.0,1.0,True,False
0,2.05048377,3.67,60.5,0.66,5568.0,0.854,14.3,0.0,0.0,1.0,1.0,True,False
0,1.19550618,3.337,26.9,0.78,6088.0,1.463,13.3,0.0,0.0,1.0,1.0,True,False
0,0.683082998,4.409,143.3,9.92,8247.0,7.762,26.1,1.0,0.0,0.0,0.0,True,False
0,0.791771167,2.4463,509.2,82.71,6218.0,3.07,82.4,1.0,0.0,1.0,0.0,True,False
0,0.894172544,0.8302,86.2,0.68,4982.0,0.736,16.9,0.0,1.0,0.0,0.0,True,False
0,1.68207624,1.519,54.7,1.01,6495.0,1.311,11.1,0.0,0.0,1.0,0.0,True,False
0,9.8480917,3.079,141.9,0.88,5289.0,0.748,9.7,0.0,0.0,1.0,0.0,True,False
0,0.566800593,3.909,12.3,0.48,6476.0,1.353,10.4,1.0,0.0,0.0,1.0,True,False
0,0.969602551,1.728,111.0,0.69,4856.0,0.66,10.4,0.0,0.0,1.0,0.0,True,False
0,9.25801294,2.854,88.1,1.73,6200.0,1.834,12.9,0.0,0.0,1.0,0.0,True,False
0,25.9554044,8.491,122.7,1.46,6058.0,1.038,11.6,0.0,1.0,1.0,1.0,True,False
0,3.74788208,4.183,153.4,0.94,5340.0,0.777,13.6,0.0,0.0,1.0,1.0,True,False
0,0.93479255,4.5838,247.5,24.75,6018.0,1.053,78.3,1.0,0.0,0.0,0.0,True,False
0,361.43653,9.08,271.9,1.56,6028.0,0.938,10.8,1.0,0.0,1.0,0.0,True,False
0,0.89628253,1.397,86.4,0.76,5561.0,0.818,13.0,0.0,0.0,1.0,0.0,True,False
0,1.67495622,2.994,35.9,0.77,6323.0,1.263,15.3,0.0,0.0,0.0,1.0,True,False
0,8.2344072,2.808,59.2,1.49,6148.0,1.741,11.5,0.0,0.0,1.0,0.0,True,False
0,2.15052332,3.447,115.5,1.17,5780.0,1.0,11.0,0.0,0.0,1.0,1.0,True,False
0,32.6122381,2.886,1321.4,31.96,5780.0,1.0,19.6,0.0,1.0,1.0,0.0,True,False
0,0.967073359,2.4875,773.5,28.15,5755.0,1.022,92.4,1.0,0.0,1.0,0.0,True,False
0,3.5564279,6.998,131.4,0.8,5404.0,0.694,12.3,0.0,0.0,1.0,1.0,True,False
0,0.942997994,1.1658,539.2,1.56,4499.0,0.693,29.2,1.0,0.0,1.0,0.0,True,False
0,0.566796775,5.471,144.1,0.61,3453.0,0.358,32.2,1.0,0.0,1.0,1.0,True,False
1,13.6471211,8.331,75.0,1.25,5771.0,1.382,14.7,0.0,0.0,0.0,0.0,True,False
1,16.473474,4.201,470.5,1.63,5364.0,0.754,13.0,0.0,0.0,0.0,0.0,True,False
0,3.74788322,3.45,242.6,1.32,5514.0,0.826,16.3,0.0,0.0,1.0,1.0,True,False
0,0.705455349,2.469,74.9,0.64,5383.0,0.736,18.0,0.0,1.0,1.0,1.0,True,False
0,488.67353,12.35,691.0,2.03,5218.0,0.772,8.2,1.0,0.0,0.0,0.0,True,False
0,1.08906057,2.743,76.2,0.75,5087.0,0.881,10.4,0.0,0.0,1.0,1.0,True,False
0,1.48922187,1.882,613.6,2.5,5780.0,1.0,10.8,0.0,0.0,1.0,0.0,True,False
0,0.716709761,0.6969,68.4,1.42,6109.0,1.173,21.2,0.0,1.0,0.0,1.0,True,False
0,4.1083812,3.279,352.8,1.62,5730.0,0.87,11.4,0.0,0.0,1.0,0.0,True,False
1,1.962282625,1.45,68.3,0.81,5726.0,0.979,12.9,0.0,0.0,0.0,0.0,True,False
0,0.523629052,3.443,122.0,46.33,4136.0,44.448,61.4,1.0,0.0,0.0,0.0,True,False
0,1.04588635,2.833,102.7,1.1,6249.0,1.076,13.2,1.0,0.0,0.0,1.0,True,False
0,51.31346091,3.94,540.0,2.86,5699.0,0.987,30.5,1.0,0.0,0.0,0.0,True,False
0,419.92898,14.55,233.5,1.51,6047.0,0.988,7.5,1.0,0.0,0.0,0.0,True,False
0,1.23521458,0.918,89.5,0.93,5999.0,0.959,5.0,0.0,0.0,1.0,1.0,True,False
0,1.085229874,0.652,238.1,1.37,5713.0,0.851,7.6,0.0,1.0,1.0,0.0,True,False
0,1.540379557,2.026,76.9,0.81,5812.0,0.914,14.6,0.0,0.0,1.0,1.0,True,False
1,3.60011712,2.396,50.2,0.5,5051.0,0.721,21.6,0.0,0.0,0.0,0.0,True,False
1,9.32867952,1.572,354.4,1.62,5749.0,0.864,12.7,0.0,0.0,0.0,0.0,True,False
1,6.38671206,1.201,223.7,1.19,5071.0,0.811,11.6,0.0,0.0,0.0,0.0,True,False
0,158.348345,10.55,899.0,372.86,6521.0,1.276,17.6,0.0,0.0,1.0,0.0,True,False
0,0.93376962,7.023,125.8,16.3,6056.0,0.975,28.5,1.0,0.0,1.0,1.0,True,False
0,322.48381,22.99,1023.4,3.5,5968.0,0.881,27.0,1.0,0.0,1.0,1.0,True,False
0,0.739404894,1.753,246.8,0.94,4205.0,0.624,21.0,1.0,0.0,1.0,0.0,True,False
0,25.949641315,11.6411,67.8,2.06,5109.0,1.922,7.6,0.0,1.0,1.0,1.0,True,False
0,1.71051215,1.284,42.2,1.04,5925.0,1.589,11.2,0.0,0.0,1.0,0.0,True,False
1,62.869463,6.842,341.7,1.96,4762.0,0.781,16.2,0.0,0.0,0.0,0.0,True,False
0,84.8062818,9.0006,9936.0,36.51,5735.0,0.853,121.6,0.0,1.0,1.0,0.0,True,False
1,29.9632816,2.6,893.2,2.24,4463.0,0.638,17.7,0.0,0.0,0.0,0.0,True,False
0,17.99643716,4.164,36923.0,30.08,4438.0,0.666,123.5,0.0,1.0,1.0,1.0,True,False
1,11.63486009,5.466,292.3,2.61,5570.0,1.548,18.4,0.0,0.0,0.0,0.0,True,False
1,10.8118317,2.627,76.8,1.24,6025.0,1.196,9.5,0.0,0.0,0.0,0.0,True,False
0,1.208528832,1.336,180.8,1.25,6072.0,0.923,10.6,0.0,0.0,1.0,1.0,True,False
0,208.18711785,2.5404,394.7,1.99,5780.0,1.0,4.2,1.0,0.0,0.0,0.0,True,False
0,0.93198504,2.0472,326.6,17.72,5470.0,0.777,44.5,1.0,0.0,1.0,0.0,True,False
0,0.60818508,0.909,144.7,96.03,5981.0,1.043,18.9,1.0,0.0,1.0,0.0,True,False
0,1.65320144,1.525,132.1,0.74,4544.0,0.661,6.7,0.0,0.0,1.0,0.0,True,False
0,3.37487541,3.085,53.8,0.75,6181.0,1.006,8.3,0.0,0.0,1.0,0.0,True,False
0,0.962825082,2.8464,118.1,5.18,4898.0,4.928,40.7,0.0,1.0,1.0,1.0,True,False
0,309.494217,13.716,292.0,2.79,6908.0,1.614,14.5,1.0,0.0,0.0,0.0,True,False
0,24.2382519,2.703,465.5,2.19,5763.0,0.904,11.3,1.0,1.0,1.0,1.0,True,False
0,24.2416103,5.137,323.4,1.61,5763.0,0.904,10.8,0.0,1.0,1.0,1.0,True,False
0,69.3788597,3.807,530.4,2.07,5806.0,0.874,16.8,0.0,0.0,1.0,0.0,True,False
1,29.3493852,4.313,659.2,2.02,4987.0,0.722,20.3,0.0,0.0,0.0,0.0,True,False
0,449.57274,9.328,221.4,3.08,5691.0,2.079,14.1,1.0,0.0,0.0,0.0,True,False
0,245.059374,9.549,165.0,1.63,6036.0,1.265,15.1,1.0,0.0,0.0,0.0,True,False
1,11.49500229,7.602,51.4,1.53,6033.0,1.788,22.9,0.0,0.0,0.0,0.0,True,False
0,0.708726708,0.753,313.6,0.92,4607.0,0.515,13.4,1.0,0.0,0.0,0.0,True,False
0,283.72675,15.49,84.6,1.18,6496.0,1.257,9.3,1.0,0.0,0.0,0.0,True,False
0,373.60683,8.752,534.8,2.5,6184.0,1.038,9.3,1.0,0.0,0.0,0.0,True,False
0,4.29388808,3.618,110.6,1.68,6615.0,1.574,17.9,1.0,0.0,0.0,0.0,True,False
0,13.5437884,5.7076,6608.7,32.21,5463.0,0.794,114.4,0.0,1.0,1.0,0.0,True,False
1,65.6491001,7.298,983.9,2.52,5436.0,0.819,20.5,0.0,0.0,0.0,0.0,True,False
1,25.1593389,5.198,358.1,1.76,5973.0,0.935,13.1,0.0,0.0,0.0,0.0,True,False
1,31.7787564,8.093,262.0,1.5,5638.0,0.928,25.9,0.0,0.0,0.0,0.0,True,False
0,1.332568744,3.755,24.1,0.58,6620.0,1.081,29.1,0.0,1.0,1.0,1.0,True,False
1,9.0194714,5.92,191.6,1.07,5775.0,0.768,7.2,0.0,0.0,0.0,0.0,True,False
0,0.814278961,2.087,72.0,0.76,5537.0,0.886,13.0,0.0,0.0,1.0,1.0,True,False
0,2.1890751,2.365,94.8,0.87,6077.0,0.891,12.6,0.0,1.0,1.0,1.0,True,False
0,2.42649862,2.014,29.2,0.75,6033.0,1.316,15.2,0.0,0.0,1.0,0.0,True,False
0,8.80854183,34.7564,174.7,2.69,6017.0,1.21,137.3,1.0,0.0,0.0,0.0,True,False
0,219.74735,22.48,190.4,3.24,5127.0,2.38,12.7,1.0,0.0,0.0,0.0,True,False
0,19.7639874,12.319,51.3,1.19,6195.0,1.617,13.5,1.0,0.0,1.0,0.0,True,False
1,6.05919881,1.365,154.2,1.21,5734.0,0.962,11.7,0.0,0.0,0.0,0.0,True,False
1,7.5143967,4.865,36.3,0.96,6206.0,1.573,9.8,0.0,0.0,0.0,0.0,True,False
1,33.1981761,4.709,336.7,3.21,5570.0,1.548,11.8,0.0,0.0,0.0,0.0,True,False
1,5.32784157,4.696,87.2,0.86,5638.0,0.928,15.9,0.0,0.0,0.0,0.0,True,False
1,31.827649,1.639,520.0,4.98,4774.0,1.954,16.4,0.0,0.0,0.0,0.0,True,False
1,0.824000125,0.855,183.1,0.42,3396.0,0.28,12.3,0.0,0.0,0.0,0.0,True,False
0,0.772152075,1.78,43.6,4.44,5951.0,2.08,13.6,0.0,0.0,1.0,0.0,True,False
0,1.08469871,4.077,124.0,1.11,5942.0,0.938,16.9,0.0,1.0,1.0,0.0,True,False
0,5.660274452,0.9077,414.1,11.02,5615.0,0.842,26.4,0.0,1.0,0.0,0.0,True,False
0,1.23512429,4.22,15.2,0.38,5798.0,0.941,15.7,0.0,0.0,1.0,1.0,True,False
0,1.381257093,1.125,92.3,1.1,5861.0,1.131,11.0,1.0,0.0,0.0,0.0,True,False
1,2.41810158,2.144,46.8,0.85,6258.0,1.239,13.4,0.0,0.0,0.0,0.0,True,False
1,33.4203001,5.307,436.6,2.46,5731.0,1.066,8.9,0.0,0.0,0.0,0.0,True,False
0,58.3437362,22.482,1266.8,93.55,5896.0,3.006,75.0,1.0,0.0,0.0,0.0,True,False
0,1.070982122,1.255,43.4,0.98,5717.0,1.433,9.0,0.0,0.0,1.0,0.0,True,False
0,23.81578356,3.7591,4856.7,8.4,5561.0,0.818,71.0,0.0,1.0,0.0,0.0,True,False
1,31.1748311,3.79,200.2,1.31,6086.0,0.921,17.0,0.0,0.0,0.0,0.0,True,False
0,0.474811162,1.169,205.2,1.28,5799.0,0.878,17.4,0.0,0.0,1.0,0.0,True,False
1,47.0568476,5.2232,1531.2,2.84,5288.0,0.74,38.0,0.0,0.0,0.0,0.0,True,False
0,367.73299,10.158,503.9,2.1,6225.0,0.931,11.2,1.0,0.0,0.0,0.0,True,False
0,0.743495989,2.255,172.8,11.82,5345.0,0.686,26.0,1.0,0.0,1.0,0.0,True,False
0,1.405887031,1.184,216.0,0.95,4440.0,0.653,13.8,0.0,0.0,1.0,0.0,True,False
0,1.45728997,3.582,71.3,0.93,6063.0,1.012,15.5,0.0,0.0,1.0,1.0,True,False
0,1.245331397,2.566,38.1,1.61,6106.0,2.477,26.5,0.0,1.0,1.0,1.0,True,False
0,1.52593737,1.958,159.1,1.39,6184.0,1.038,9.6,0.0,0.0,1.0,1.0,True,False
0,8.21429932,3.099,70.7,1.66,6277.0,1.869,19.7,0.0,1.0,1.0,1.0,True,False
0,1.54945486,6.698,21.8,1.34,7382.0,2.804,20.9,0.0,1.0,0.0,0.0,True,False
0,8.42943991,2.441,89.1,1.19,6353.0,1.132,19.7,0.0,1.0,0.0,1.0,True,False
1,10.60052083,4.509,60.9,1.09,6035.0,1.303,17.4,0.0,0.0,0.0,0.0,True,False
0,0.9570701,2.75,540.0,2.86,5699.0,0.987,30.5,1.0,1.0,0.0,0.0,True,False
1,21.8634638,3.542,871.0,2.37,5383.0,0.789,9.9,0.0,0.0,0.0,0.0,True,False
0,86.4392931,6.534,1175.1,35.31,6208.0,1.024,20.5,0.0,1.0,1.0,0.0,True,False
1,63.3354719,3.651,983.0,1.18,3526.0,0.383,13.0,0.0,0.0,0.0,0.0,True,False
0,14.77820911,5.395,10774.0,44.48,6258.0,1.046,123.1,0.0,1.0,1.0,0.0,True,False
0,15.60862948,6.6957,34356.0,39.42,5569.0,0.829,186.0,0.0,1.0,0.0,0.0,True,False
0,389.14115,7.93,347.4,1.67,6043.0,0.894,10.1,1.0,0.0,0.0,0.0,True,False
0,365.78863,12.76,885.0,2.21,5407.0,0.752,10.5,1.0,0.0,0.0,0.0,True,False
0,2.4826619,2.115,37.0,0.8,6356.0,1.225,10.0,0.0,0.0,1.0,0.0,True,False
0,2.17811908,1.468,74.0,0.8,6039.0,0.921,9.8,0.0,1.0,0.0,1.0,True,False
0,1.11205787,1.459,118.7,1.02,6098.0,0.932,16.1,0.0,0.0,1.0,0.0,True,False
0,224.447413,4.986,651.0,2.05,5489.0,0.798,7.9,1.0,0.0,0.0,0.0,True,False
0,21.8660922,2.03,301.6,1.88,6309.0,1.077,9.2,0.0,0.0,1.0,0.0,True,False
0,5.09506,5.73,23.6,2.14,6700.0,4.146,7.6,1.0,0.0,0.0,0.0,True,False
1,0.689967868,1.1688,122.9,0.78,4872.0,0.726,28.7,0.0,0.0,0.0,0.0,True,False
0,1.89132292,5.607,16.0,0.9,8482.0,2.106,14.8,0.0,0.0,0.0,1.0,True,False
0,0.918420801,3.533,56.7,1.14,6210.0,1.434,40.3,0.0,1.0,0.0,1.0,True,False
0,0.573709256,1.4932,131.2,7.05,5261.0,5.769,37.5,1.0,0.0,1.0,0.0,True,False
1,13.8353959,4.961,818.0,3.78,6020.0,1.057,10.3,0.0,0.0,0.0,0.0,True,False
0,46.9434911,1.368,100.7,1.57,6253.0,1.55,6.6,1.0,0.0,1.0,0.0,True,False
1,19.5906103,6.745,297.0,2.64,5794.0,1.496,24.9,0.0,0.0,0.0,0.0,True,False
1,8.23983041,5.619,251.0,2.35,5794.0,1.496,29.4,0.0,0.0,0.0,0.0,True,False
0,427.65334,11.17,157.1,1.97,5325.0,1.565,7.2,1.0,0.0,0.0,0.0,True,False
0,412.041857,5.572,1959.0,3.77,5485.0,0.867,12.3,1.0,0.0,0.0,0.0,True,False
0,0.9628348,2.259,92.8,0.81,5559.0,0.838,7.6,0.0,0.0,1.0,1.0,True,False
0,1.57017249,2.257,158.4,0.82,5300.0,0.66,10.2,0.0,0.0,1.0,0.0,True,False
0,0.566798364,3.172,38.6,0.66,5864.0,1.04,14.1,1.0,0.0,1.0,1.0,True,False
0,3.22452656,5.156,57.5,24.48,3857.0,34.674,24.3,0.0,0.0,1.0,0.0,True,False
0,1.89127438,4.491,32.3,2.03,7919.0,3.46,24.6,0.0,0.0,1.0,1.0,True,False
0,1.33256944,3.89,20.6,0.46,5655.0,0.998,18.8,0.0,0.0,1.0,1.0,True,False
1,66.6504521,5.744,536.9,1.56,4550.0,0.679,27.1,0.0,0.0,0.0,0.0,True,False
0,55.7002642,4.285,332.7,1.18,4267.0,0.67,10.8,0.0,1.0,1.0,0.0,True,False
1,3.54553077,4.143,119.2,1.62,5794.0,1.496,18.1,0.0,0.0,0.0,0.0,True,False
0,10.882416555,5.4674,16630.0,29.69,4946.0,0.715,265.2,0.0,1.0,1.0,1.0,True,False
0,25.19830439,5.1942,73834.0,46.14,5955.0,0.883,1669.4,0.0,1.0,0.0,0.0,True,False
0,0.50727675,2.32,214.7,1.7,5970.0,1.143,33.5,1.0,0.0,1.0,1.0,True,False
0,1.316398648,1.169,182.5,1.09,5088.0,0.806,13.1,0.0,0.0,1.0,0.0,True,False
0,419.4596,13.53,131.8,2.1,5248.0,1.869,8.4,1.0,0.0,0.0,0.0,True,False
0,14.2005007,5.232,80.6,13.28,6332.0,1.065,10.6,1.0,0.0,0.0,1.0,True,False
0,1.318347743,0.871,113.2,1.23,6143.0,1.121,10.6,0.0,0.0,1.0,0.0,True,False
0,5.5834987,2.484,87.4,1.41,6517.0,1.375,11.8,0.0,0.0,1.0,0.0,True,False
0,1.12401084,3.052,43.6,0.61,5941.0,0.911,10.0,0.0,0.0,1.0,1.0,True,False
0,1.21374652,3.371,28.9,0.59,6238.0,1.049,17.4,0.0,0.0,1.0,1.0,True,False
1,5.24970432,2.746,61.9,0.67,5528.0,0.853,13.9,0.0,0.0,0.0,0.0,True,False
0,45.4333769,6.351,905.8,2.23,4371.0,0.559,18.1,1.0,0.0,1.0,1.0,True,False
1,56.6746666,5.516,883.1,4.01,5541.0,1.295,22.7,0.0,0.0,0.0,0.0,True,False
0,63.9005941,8.2789,17097.0,25.91,5204.0,0.634,110.8,0.0,1.0,0.0,0.0,True,False
1,16.2951259,3.678,197.9,1.15,4915.0,0.812,13.0,0.0,0.0,0.0,0.0,True,False
0,18.173045009,10.9113,69911.0,24.39,5799.0,0.86,1820.5,0.0,1.0,0.0,0.0,True,False
0,14.12678065,5.9303,7647.4,31.13,5656.0,0.784,127.1,0.0,1.0,1.0,0.0,True,False
0,358.56462,11.64,170.2,0.99,5375.0,0.752,9.6,1.0,0.0,0.0,0.0,True,False
0,1.337561836,1.575,41.0,1.11,6406.0,1.715,9.5,0.0,0.0,1.0,0.0,True,False
0,2.23755641,2.089,101.1,0.93,6026.0,0.924,7.3,1.0,0.0,1.0,0.0,True,False
0,1.035268597,0.5663,112.2,1.34,6332.0,1.205,15.1,1.0,0.0,1.0,0.0,True,False
0,359.3259,9.836,246.2,3.6,6570.0,2.27,13.5,1.0,0.0,0.0,0.0,True,False
0,0.566805268,3.721,35.7,0.65,6403.0,1.086,12.5,1.0,0.0,0.0,1.0,True,False
1,12.27057043,3.002,295.5,1.67,6075.0,0.969,18.7,0.0,0.0,0.0,0.0,True,False
1,13.2274753,6.356,229.8,1.94,6269.0,1.155,16.4,0.0,0.0,0.0,0.0,True,False
0,0.559517155,0.596,57.9,1.04,6462.0,1.309,12.7,0.0,1.0,1.0,0.0,True,False
0,29.47316279,6.4327,12568.0,48.98,5838.0,0.897,179.3,0.0,1.0,1.0,0.0,True,False
0,0.580725004,2.071,105.2,0.85,5471.0,0.841,18.0,0.0,1.0,1.0,1.0,True,False
0,1.94468659,18.22,455.5,69.59,7894.0,3.521,17.1,1.0,0.0,0.0,0.0,True,False
1,7.28116667,2.716,333.8,1.4,5008.0,0.788,11.5,0.0,0.0,0.0,0.0,True,False
0,383.10017,8.8,579.4,2.18,6011.0,0.902,10.0,1.0,0.0,0.0,0.0,True,False
0,0.605556082,1.2399,101.7,0.86,6123.0,0.846,15.3,1.0,0.0,1.0,0.0,True,False
1,4.36125889,2.174,189.2,1.2,5520.0,0.873,10.7,0.0,0.0,0.0,0.0,True,False
0,1.19087362,1.785,67.5,0.73,5158.0,0.888,8.0,0.0,0.0,1.0,0.0,True,False
0,1.06484622,3.287,42.4,0.72,6445.0,1.087,12.5,0.0,0.0,1.0,1.0,True,False
0,0.969824139,0.783,23.1,0.49,5780.0,1.0,6.8,0.0,1.0,0.0,0.0,True,False
0,190.60563,14.33,153.6,1.6,6200.0,1.287,11.6,1.0,0.0,0.0,0.0,True,False
0,8.480305,6.19,304.2,1.33,4895.0,0.696,11.5,0.0,0.0,1.0,1.0,True,False
0,410.11676,13.97,216.9,1.41,5587.0,0.965,11.2,0.0,0.0,1.0,0.0,True,False
1,54.5091549,5.125,622.2,1.94,4406.0,0.603,17.0,0.0,0.0,0.0,0.0,True,False
1,14.1959621,3.605,196.2,1.66,6214.0,1.076,14.1,0.0,0.0,0.0,0.0,True,False
0,11.52482874,1.724,577.6,22.56,5592.0,0.892,16.2,0.0,1.0,0.0,0.0,True,False
0,46.84008579,3.8198,6287.9,428.62,6006.0,1.055,147.9,0.0,1.0,0.0,0.0,True,False
0,0.992798625,3.5065,582.5,29.26,6055.0,1.098,79.1,1.0,0.0,1.0,1.0,True,False
0,186.72243,13.35,326.4,1.84,6040.0,0.999,11.5,1.0,0.0,0.0,0.0,True,False
0,118.4039,5.593,426.0,3.46,6486.0,1.64,4.4,1.0,0.0,0.0,0.0,True,False
0,182.281992,8.828,509.3,1.67,5503.0,0.742,8.7,1.0,0.0,0.0,0.0,True,False
0,10.0102876,5.33,127.1,0.69,4214.0,0.601,7.0,1.0,0.0,0.0,0.0,True,False
0,1.366964704,2.3181,59.7,0.79,5780.0,1.0,3.3,0.0,0.0,1.0,1.0,True,False
0,0.77957913,2.457,70.4,0.71,5699.0,0.853,11.1,1.0,0.0,0.0,0.0,True,False
