disposition,period,duration,transit_depth,planet_radius,star_temp,star_radius,model_snr,fp_flag_nt,fp_flag_ss,fp_flag_co,fp_flag_ec,source_kepler,source_tess
0,2.81753381,2.1551,3836.0,52.91,6313.0,1.098,39.3,0.0,1.0,0.0,0.0,True,False
1,0.762132307,1.22,63.7,0.75,5594.0,0.934,11.5,0.0,0.0,0.0,0.0,True,False
0,56.6993107,7.0706,5824.7,539.16,4727.0,13.547,76.3,0.0,0.0,1.0,0.0,True,False
0,161.252247,23.467,2185.9,4.49,5555.0,0.811,84.1,1.0,0.0,1.0,1.0,True,False
0,0.867719291,6.323,2651.8,37.79,6220.0,1.056,157.1,1.0,0.0,1.0,1.0,True,False
0,0.84112187,2.0431,75070.0,39.34,5048.0,0.707,89.7,0.0,1.0,0.0,0.0,True,False
0,0.828326025,1.42721,10718.0,49.67,5400.0,0.978,164.5,0.0,1.0,0.0,0.0,True,False
0,1.219324537,4.7501,379060.0,60.62,5455.0,0.897,241.0,0.0,1.0,0.0,0.0,True,False
0,2.401751509,2.0835,25044.0,268.75,4577.0,0.557,83.1,0.0,1.0,0.0,0.0,True,False
0,36.97709537,5.2063,217140.0,59.66,5780.0,1.0,204.9,0.0,1.0,0.0,0.0,True,False
0,16.371883638,3.44467,65927.0,70.73,5642.0,1.415,639.8,0.0,1.0,0.0,0.0,True,False
0,2.617284592,9.5545,231450.0,162.67,5510.0,2.649,1215.2,0.0,1.0,0.0,0.0,True,False
0,10.14873521,5.603,116120.0,71.11,6366.0,1.296,250.9,0.0,1.0,0.0,0.0,True,False
0,2.897436854,3.2833,289810.0,64.69,5780.0,1.0,274.2,0.0,1.0,0.0,0.0,True,False
1,5.546083089,2.717,2211.0,22.27,7358.0,4.037,56.4,0.0,0.0,0.0,0.0,True,False
0,6.87366398,7.0845,9766.9,12.01,5662.0,0.805,143.2,1.0,0.0,1.0,0.0,True,False
0,6.87366412,4.85,540.0,2.86,5699.0,0.987,30.5,1.0,0.0,1.0,0.0,True,False
0,0.668483494,2.4129,722770.0,138.76,5780.0,1.0,334.3,0.0,1.0,0.0,0.0,True,False
0,1.070272827,4.2844,9886.5,28.73,4628.0,0.653,284.0,0.0,0.0,1.0,0.0,True,False
0,0.977170246,3.4842,151.1,5.08,5596.0,3.938,94.5,0.0,1.0,1.0,0.0,True,False
0,1.135930136,4.5036,27247.0,52.05,6247.0,0.954,551.7,0.0,1.0,0.0,0.0,True,False
0,1.801863222,7.2492,262580.0,145.36,7479.0,2.324,463.4,1.0,0.0,0.0,0.0,True,False
0,54.77145968,37.1871,7224.8,34.32,5145.0,3.866,751.1,0.0,1.0,0.0,0.0,True,False
0,1.674690886,2.0179,527.4,29.78,6397.0,1.157,118.6,0.0,1.0,1.0,0.0,True,False
1,161.515617,6.548,2215.3,2.88,4243.0,0.641,25.2,0.0,0.0,0.0,0.0,True,False
0,2.112405306,2.5845,489.0,19.01,5562.0,0.756,42.2,0.0,1.0,1.0,1.0,True,False
0,1.870990236,1.8432,642.6,26.1,6384.0,1.086,37.4,0.0,0.0,1.0,0.0,True,False
0,5.56648691,10.931,694.9,43.67,4694.0,12.701,103.6,0.0,1.0,0.0,0.0,True,False
0,1.33253834,3.737,62.4,0.64,5520.0,0.818,9.7,0.0,0.0,1.0,0.0,True,False
0,1.241483276,2.195,141.0,27.25,6140.0,1.053,32.0,0.0,1.0,1.0,1.0,True,False
0,3.01551943,3.1713,159580.0,155.81,5299.0,2.761,367.3,0.0,1.0,0.0,0.0,True,False
0,2.112395777,2.7714,262600.0,115.26,5780.0,1.0,243.2,0.0,1.0,0.0,0.0,True,False
1,14.8444836,6.091,177.9,2.49,6642.0,1.846,10.5,0.0,0.0,0.0,0.0,True,False
0,2.252417903,1.9767,32296.0,27.09,3979.0,0.544,129.5,0.0,1.0,0.0,0.0,True,False
0,2.900613144,3.7357,165480.0,38.63,5977.0,0.931,617.7,0.0,1.0,0.0,0.0,True,False
0,174.7697122,2.3569,68139.0,38.79,5704.0,0.804,100.4,0.0,1.0,0.0,0.0,True,False
0,31.43284649,5.3541,178870.0,57.21,5780.0,1.0,154.0,0.0,1.0,0.0,0.0,True,False
0,9.72675447,19.6214,6641.6,995.22,6327.0,2.433,366.4,0.0,1.0,1.0,1.0,True,False
0,8.096939227,2.8833,142890.0,68.48,6572.0,1.418,177.9,0.0,1.0,0.0,0.0,True,False
0,0.64234865,2.1184,39597.0,25.76,5441.0,0.791,231.7,0.0,1.0,0.0,0.0,True,False
0,130.4194187,4.165,2290.9,57.51,5770.0,1.685,90.4,0.0,1.0,0.0,0.0,True,False
0,1.78526527,6.2233,1733.1,41.19,6505.0,1.228,123.1,0.0,0.0,1.0,0.0,True,False
0,4.8591441,3.8588,2183.6,6.9,6586.0,1.207,81.6,0.0,0.0,1.0,0.0,True,False
0,5.95077813,5.6,761.8,32.26,5122.0,9.828,71.9,0.0,0.0,1.0,0.0,True,False
0,99.673478,0.968,2496.0,576.14,4932.0,0.492,12.6,0.0,0.0,1.0,0.0,True,False
0,0.955297055,1.7405,846.1,18.16,5319.0,0.734,67.3,0.0,1.0,1.0,0.0,True,False
0,280.476576,32.24,651.2,3.16,5869.0,0.892,38.7,0.0,1.0,1.0,0.0,True,False
0,152.8255989,22.688,2173.5,34.85,4991.0,7.506,98.9,0.0,1.0,0.0,0.0,True,False
1,2.41660149,1.9699,83.6,0.92,5705.0,1.026,33.7,0.0,0.0,0.0,0.0,True,False
0,4.252082243,2.7543,8290.5,33.14,5802.0,0.794,254.8,0.0,1.0,1.0,0.0,True,False
0,14.180228311,4.5344,172740.0,62.41,6289.0,1.142,472.3,0.0,1.0,0.0,0.0,True,False
1,282.5253558,10.7965,9746.4,8.98,5725.0,0.913,696.0,0.0,0.0,0.0,0.0,True,False
0,1.87887673,6.60887,824390.0,148.25,6569.0,1.235,3176.9,0.0,1.0,0.0,0.0,True,False
0,17.79391159,4.3194,93395.0,33.3,5780.0,1.0,247.0,0.0,1.0,0.0,0.0,True,False
0,7.942583252,7.0612,88327.0,219.02,5516.0,2.178,855.4,0.0,1.0,1.0,0.0,True,False
0,15.85231085,4.8707,437860.0,679.44,5780.0,1.0,252.4,0.0,0.0,1.0,0.0,True,False
0,2.415925551,9.7769,560970.0,300.82,8796.0,3.278,1598.3,0.0,1.0,0.0,0.0,True,False
0,0.656201038,4.17901,174860.0,112.77,6025.0,0.999,2065.8,0.0,1.0,0.0,0.0,True,False
0,2.617280959,9.661,3089.9,395.94,6432.0,1.345,262.4,0.0,1.0,1.0,1.0,True,False
0,1.412524016,5.74859,175780.0,68.92,6690.0,1.174,1475.4,0.0,1.0,0.0,0.0,True,False
0,5.77676732,6.822,5794.8,26.2,4401.0,0.645,74.1,0.0,1.0,1.0,1.0,True,False
1,88.40678718,12.3079,1724.4,4.55,5611.0,1.073,328.0,0.0,0.0,0.0,0.0,True,False
0,3.635723653,2.1862,80.0,1.23,6422.0,1.295,43.1,0.0,0.0,1.0,0.0,True,False
0,369.181947,3.239,913.0,2.6,5959.0,0.859,9.9,1.0,0.0,0.0,0.0,True,False
0,45.3968385,4.477,1355.2,21.23,5649.0,0.705,38.9,0.0,1.0,1.0,0.0,True,False
0,15.160166,5.856,307.9,2.09,5940.0,1.191,26.1,0.0,0.0,1.0,0.0,True,False
0,2.63009438,11.226,388.9,25.55,6338.0,1.091,69.4,0.0,0.0,1.0,1.0,True,False
0,9.40527028,2.076,470.9,25.39,6347.0,0.996,20.7,0.0,0.0,1.0,0.0,True,False
0,4.15713766,1.808,77.0,1.17,6470.0,1.324,9.2,0.0,0.0,1.0,0.0,True,False
0,3.2136904,2.205,55.8,1.22,6184.0,1.579,19.2,0.0,0.0,1.0,0.0,True,False
0,2.87066026,1.541,450.8,1.72,5910.0,0.796,13.2,0.0,0.0,1.0,0.0,True,False
0,31.24611088,4.76,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,True,False
0,82.37208458,6.35,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,True,False
0,0.991105114,2.2137,286390.0,36.87,4769.0,0.578,273.8,1.0,0.0,0.0,0.0,True,False
0,12.425580393,57.2012,1131.0,21.34,4594.0,0.743,58.8,1.0,0.0,1.0,1.0,True,False
1,138.944022,10.611,530.2,2.57,6014.0,1.115,28.0,0.0,0.0,0.0,0.0,True,False
0,12.4260454,27.7691,582.1,2.64,5645.0,0.817,55.7,1.0,0.0,1.0,1.0,True,False
0,12.4260002,30.1966,468.6,2.39,5645.0,0.817,47.8,1.0,0.0,1.0,1.0,True,False
0,1.50650136,3.1126,66.9,0.8,5607.0,0.948,41.9,0.0,1.0,0.0,1.0,True,False
0,1.179969562,1.9745,1109.3,120.02,5500.0,3.899,277.9,0.0,1.0,0.0,0.0,True,False
0,10.10176739,2.1267,601.7,26.09,6058.0,0.867,28.8,0.0,1.0,0.0,0.0,True,False
1,1.480283464,2.486,60.5,0.97,5897.0,1.259,21.3,0.0,0.0,0.0,0.0,True,False
0,15.420409367,2.3707,14759.0,16.62,5468.0,0.88,268.5,0.0,1.0,0.0,0.0,True,False
1,9.97682072,3.4873,966.8,2.85,5500.0,0.928,31.3,0.0,0.0,0.0,0.0,True,False
0,61.4913415,9.627,3692.4,4.57,4796.0,0.598,70.5,0.0,0.0,1.0,1.0,True,False
0,16.00351679,4.001,668.3,18.01,5283.0,0.695,29.9,0.0,1.0,1.0,0.0,True,False
0,1.86390886,4.414,176.1,77.99,6689.0,3.381,18.3,0.0,0.0,1.0,0.0,True,False
0,2.03743942,3.103,112.5,0.82,5751.0,0.774,16.0,0.0,0.0,1.0,1.0,True,False
0,332.74984,14.77,518.1,2.55,6372.0,1.112,8.7,0.0,0.0,0.0,0.0,True,False
0,45.60304785,8.35,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,True,False
0,2.4681015,2.83,172.8,1.22,5516.0,0.872,22.1,0.0,0.0,1.0,0.0,True,False
0,12.53449909,6.02,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,True,False
0,215.15218,19.97,264.2,1.36,5914.0,0.828,6.7,0.0,0.0,0.0,0.0,True,False
0,3.17275711,5.404,313.2,1.27,5058.0,0.739,30.1,0.0,0.0,1.0,0.0,True,False
0,0.73619448,1.1148,247.3,1.84,6355.0,1.09,27.2,0.0,1.0,1.0,0.0,True,False
0,10.18670759,7.498,261.2,0.95,3995.0,0.555,35.5,0.0,0.0,1.0,1.0,True,False
0,365.994154,13.071,698.5,2.87,6074.0,0.965,23.8,0.0,1.0,1.0,1.0,True,False
0,0.54028956,3.619,293.5,21.45,5997.0,0.993,58.4,0.0,1.0,1.0,0.0,True,False
0,2.49047468,2.2003,222.2,1.53,6067.0,0.997,20.7,0.0,0.0,1.0,0.0,True,False
0,2.17257963,1.5794,335.5,13.55,6038.0,0.971,27.1,0.0,1.0,0.0,0.0,True,False
0,3.307669761,1.672,243.1,3.87,5959.0,2.382,66.7,0.0,0.0,1.0,0.0,True,False
0,3.183961388,3.7875,39268.0,37.22,5716.0,1.76,339.2,0.0,1.0,0.0,0.0,True,False
0,48.507991,8.984,288.9,2.06,6031.0,0.966,11.4,0.0,0.0,1.0,0.0,True,False
0,0.759766456,5.323,480.5,29.02,6174.0,1.026,73.0,0.0,1.0,1.0,1.0,True,False
0,1.219034472,2.151,6923.8,9.82,5833.0,1.192,99.2,0.0,1.0,1.0,1.0,True,False
0,7.37339245,2.883,125.0,13.73,6484.0,1.093,36.6,0.0,1.0,0.0,0.0,True,False
0,4.70847097,6.0503,32622.0,19.58,6214.0,1.061,607.2,0.0,1.0,0.0,0.0,True,False
0,2.404556949,7.4918,408.7,4.69,6426.0,1.775,147.1,1.0,0.0,1.0,1.0,True,False
0,2.972047661,1.198,5945.0,24.74,4491.0,0.711,20.0,0.0,1.0,0.0,0.0,True,False
0,2.237180102,1.4734,493.8,1.75,5080.0,0.793,23.3,0.0,0.0,1.0,0.0,True,False
0,0.93374232,6.552,351.4,18.29,5553.0,0.806,49.1,0.0,0.0,1.0,1.0,True,False
0,134.76308997,8.77,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,True,False
0,0.495434094,1.2496,287.9,1.57,5529.0,0.936,57.2,0.0,1.0,0.0,0.0,True,False
0,8.48031302,5.988,107.0,2.74,6541.0,2.43,20.2,0.0,0.0,1.0,1.0,True,False
0,5.40534383,2.32,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,True,False
0,0.882131829,6.8106,3620.9,8.13,6168.0,0.911,70.6,1.0,0.0,0.0,0.0,True,False
0,0.489682339,1.7495,431670.0,37.47,3898.0,0.53,628.2,1.0,0.0,0.0,0.0,True,False
1,364.751562,13.057,1481.5,2.89,4386.0,0.63,25.5,0.0,0.0,0.0,0.0,True,False
0,2.189098506,5.1498,2533.7,29.7,5681.0,0.859,194.9,0.0,1.0,1.0,1.0,True,False
0,0.7088055,3.6789,17575.0,41.08,5989.0,0.908,195.6,0.0,1.0,1.0,0.0,True,False
0,88.821421,9.35,393.7,234.99,5081.0,3.365,7.8,0.0,0.0,0.0,0.0,True,False
0,1.507761203,3.096,2773.7,31.77,5069.0,0.818,153.1,0.0,1.0,1.0,1.0,True,False
0,1.506019633,2.408,136.9,1.08,6065.0,0.896,18.8,0.0,0.0,1.0,0.0,True,False
0,0.572513875,2.353,49.3,0.52,5171.0,0.76,10.2,0.0,1.0,1.0,1.0,True,False
0,35.14578122,2.253,6789.4,32.5,5437.0,0.783,86.8,0.0,1.0,1.0,0.0,True,False
0,3.690317047,1.3784,465.5,20.23,6120.0,1.054,43.0,0.0,0.0,1.0,0.0,True,False
1,105.9566815,6.9988,2286.4,3.79,5327.0,0.8,51.8,0.0,0.0,0.0,0.0,True,False
0,2.95600563,2.6717,76.1,0.81,5668.0,0.916,35.5,0.0,0.0,1.0,0.0,True,False
0,11.805707539,2.0494,2052.1,18.48,6065.0,1.891,124.9,0.0,1.0,0.0,0.0,True,False
0,25.3710555,3.739,78.6,1.43,6029.0,1.494,8.3,0.0,0.0,1.0,0.0,True,False
0,8.58966893,6.962,429.6,155.18,3837.0,80.307,47.5,0.0,1.0,1.0,1.0,True,False
0,4.468456599,1.4195,906.7,24.81,5869.0,0.942,39.1,0.0,1.0,0.0,0.0,True,False
0,0.933754669,4.048,89.3,1.48,6443.0,1.457,43.2,0.0,0.0,1.0,1.0,True,False
0,86.79876649,2.99,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,True,False
0,164.57506747,9.57,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,True,False
0,1.71030803,2.718,216.0,1.32,5790.0,0.9,21.0,0.0,0.0,1.0,1.0,True,False
0,79.9201319,4.482,1326.8,1.81,3812.0,0.476,21.9,0.0,0.0,1.0,0.0,True,False
0,199.3113,6.43,383.6,1.64,5662.0,0.789,6.5,0.0,0.0,0.0,0.0,True,False
0,157.82131,12.42,192.3,1.59,6082.0,1.147,6.9,0.0,0.0,0.0,0.0,True,False
0,2.28612573,12.408,301.6,22.63,6063.0,1.012,45.3,0.0,1.0,1.0,1.0,True,False
1,199.66876,8.996,251.9,1.45,5678.0,0.921,13.9,0.0,0.0,0.0,0.0,True,False
0,1.33254971,4.69,158.3,1.36,6150.0,1.004,35.3,0.0,1.0,1.0,1.0,True,False
0,0.469334634,0.8864,340.4,2.4,5888.0,1.008,49.1,0.0,1.0,0.0,0.0,True,False
0,0.849277809,3.137,690.8,20.11,5743.0,0.853,17.1,0.0,0.0,1.0,0.0,True,False
1,71.4523167,6.276,216.9,2.19,6148.0,1.488,16.6,0.0,0.0,0.0,0.0,True,False
0,1.752564549,3.503,116.6,1.38,6221.0,1.18,38.0,0.0,1.0,1.0,1.0,True,False
0,0.566816802,1.981,94.0,0.68,4665.0,0.704,12.9,0.0,0.0,1.0,1.0,True,False
0,1.752553762,3.877,414.7,1.06,4408.0,0.529,32.5,0.0,0.0,1.0,1.0,True,False
0,2.065351521,2.661,173.2,1.03,5266.0,0.749,25.3,0.0,0.0,1.0,0.0,True,False
0,2.253551793,3.66,119.6,1.7,6526.0,1.426,42.1,0.0,0.0,0.0,1.0,True,False
1,1.06378861,1.072,251.5,1.61,5265.0,1.002,21.5,0.0,0.0,0.0,0.0,True,False
0,123.11494773,17.24,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,True,False
0,1.854493861,4.2367,1287.3,29.39,5431.0,0.843,108.2,0.0,1.0,1.0,1.0,True,False
0,1.020713389,0.873,102.3,0.9,5815.0,0.87,11.3,0.0,1.0,1.0,0.0,True,False
0,2.1990638,3.197,344.8,1.33,5003.0,0.707,19.3,0.0,0.0,1.0,1.0,True,False
0,132.1331011,26.715,7956.2,75.08,5067.0,8.121,284.3,0.0,1.0,0.0,0.0,True,False
0,1.120646438,1.7664,322.5,89.35,4972.0,4.034,45.7,0.0,1.0,0.0,0.0,True,False
0,1.710279417,2.252,228.8,1.57,5834.0,1.023,19.9,0.0,0.0,1.0,1.0,True,False
0,65.238281,5.756,197.2,5.18,5254.0,3.761,10.3,0.0,0.0,0.0,0.0,True,False
0,0.56679641,2.324,26.7,0.46,5403.0,0.888,14.1,1.0,0.0,1.0,1.0,True,False
1,9.88736642,4.23,68.0,0.68,5693.0,0.816,14.6,0.0,0.0,0.0,0.0,True,False
1,42.3520039,7.773,512.6,6.3,6864.0,2.632,30.5,0.0,0.0,0.0,0.0,True,False
1,0.789160884,0.9268,215.1,0.91,4258.0,0.622,23.6,0.0,0.0,0.0,0.0,True,False
0,2.399081606,4.384,6071.6,40.6,5780.0,1.0,89.9,0.0,0.0,1.0,0.0,True,False
0,5.14072621,27.24,145.6,19.28,5751.0,1.035,44.5,1.0,0.0,1.0,1.0,True,False
0,0.566798545,5.224,36.9,0.53,5629.0,0.87,23.3,0.0,0.0,1.0,1.0,True,False
1,1.44445234,0.9753,200.7,2.03,5305.0,1.449,20.9,0.0,0.0,0.0,0.0,True,False
0,3.55653637,8.7,202.5,1.7,5950.0,1.114,23.1,0.0,0.0,1.0,1.0,True,False
0,9.60853601,3.672,584.4,31.99,6377.0,1.158,19.3,0.0,1.0,1.0,0.0,True,False
0,0.933747751,3.9236,76.6,2.07,6985.0,2.187,49.5,0.0,0.0,1.0,1.0,True,False
0,3.17463577,10.988,405.9,9.32,5999.0,0.996,83.1,1.0,0.0,1.0,0.0,True,False
0,0.902222843,2.0516,29.7,48.23,3705.0,89.806,5.1,0.0,0.0,1.0,0.0,True,False
0,22.4685309,3.034,242.3,20.05,5461.0,3.301,21.3,0.0,1.0,1.0,0.0,True,False
0,10.16104834,3.0448,908.9,2.72,5636.0,0.913,36.8,0.0,0.0,0.0,1.0,True,False
0,2.743978797,6.442,39994.0,38.11,5334.0,0.81,56.5,0.0,1.0,0.0,0.0,True,False
0,1.332561398,4.103,150.6,2.16,6468.0,1.602,77.1,0.0,1.0,1.0,1.0,True,False
0,364.14397,15.37,513.5,2.2,6039.0,0.951,9.3,0.0,0.0,1.0,0.0,True,False
0,21.78769087,4.498,507.7,71.95,5627.0,3.05,38.1,0.0,1.0,1.0,0.0,True,False
1,5.90741476,1.016,5569.0,5.1,4963.0,0.69,7.2,0.0,0.0,0.0,0.0,True,False
0,2.368173896,2.346,10143.0,10.92,5944.0,0.991,52.9,0.0,1.0,0.0,0.0,True,False
0,5.73865933,4.051,688.6,1.84,3841.0,0.509,40.1,0.0,0.0,1.0,0.0,True,False
0,91.05641908,6.7282,57608.0,53.1,6142.0,1.046,701.1,0.0,1.0,0.0,0.0,True,False
1,4.49686066,1.7306,1932.5,1.93,3698.0,0.444,37.0,0.0,0.0,0.0,0.0,True,False
1,24.7543849,3.39,593.3,2.1,4852.0,0.804,18.0,0.0,0.0,0.0,0.0,True,False
0,0.475068516,0.8552,110.1,1.03,6045.0,0.955,21.4,0.0,0.0,1.0,0.0,True,False
0,1.79683793,7.911,223.3,3.37,7592.0,1.714,27.9,0.0,1.0,1.0,0.0,True,False
0,187.51251276,8.05,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,True,False
0,12.425484,28.0218,117.2,1.55,5478.0,1.017,43.0,1.0,0.0,1.0,1.0,True,False
1,17.7838298,3.997,247.1,1.6,6014.0,1.021,18.7,0.0,0.0,0.0,0.0,True,False
0,1.204529346,1.62,86.9,1.4,5340.0,1.504,11.1,0.0,0.0,1.0,0.0,True,False
0,2.15839583,8.09,352.2,14.28,5272.0,0.662,38.9,0.0,0.0,1.0,1.0,True,False
0,371.1495,15.855,597.3,2.07,5988.0,0.836,11.5,1.0,0.0,0.0,0.0,True,False
0,3.374684854,4.48335,80917.0,49.25,5754.0,0.943,658.3,0.0,1.0,0.0,0.0,True,False
0,2.61841046,3.304,180.2,1.12,5912.0,0.82,24.8,0.0,1.0,1.0,1.0,True,False
0,4.593594819,2.6391,1455.2,8.85,6075.0,0.969,83.5,0.0,0.0,1.0,1.0,True,False
0,125.0426,8.99,104.3,1.2,6273.0,1.139,6.4,0.0,0.0,0.0,0.0,True,False
0,6.17039154,2.116,502.9,2.17,6137.0,0.963,19.0,0.0,0.0,1.0,0.0,True,False
0,0.364860478,1.4736,112.6,0.68,5220.0,0.642,23.5,0.0,1.0,1.0,0.0,True,False
0,6.90522317,3.533,420.3,4.54,6596.0,1.721,34.4,0.0,0.0,1.0,0.0,True,False
0,1.5259105,3.114,83.9,2.63,6640.0,2.099,14.3,0.0,0.0,1.0,1.0,True,False
0,4.27121961,2.9283,966.7,2.17,4702.0,0.67,38.0,0.0,0.0,1.0,0.0,True,False
0,0.769358923,1.5364,44.8,1.93,5267.0,2.935,19.8,1.0,0.0,0.0,1.0,True,False
0,0.755109106,2.967,106.0,0.85,5452.0,0.815,34.0,0.0,1.0,1.0,1.0,True,False
0,25.3239215,70.405,1379.7,19.02,5128.0,0.668,214.5,0.0,1.0,0.0,0.0,True,False
1,4.61225043,2.695,29.1,0.51,5495.0,0.961,13.7,0.0,0.0,0.0,0.0,True,False
1,7.99022379,3.273,165.9,1.97,5689.0,1.542,17.6,0.0,0.0,0.0,0.0,True,False
0,4.1749166,4.828,40.7,0.61,5910.0,0.94,11.8,0.0,0.0,0.0,0.0,True,False
0,0.56678694,1.959,61.2,0.63,5341.0,0.808,8.3,1.0,0.0,0.0,1.0,True,False
0,0.73094701,4.223,227.7,15.83,5767.0,0.837,31.2,0.0,1.0,1.0,1.0,True,False
0,0.686994057,3.5252,2797.1,35.3,5780.0,1.0,136.6,0.0,1.0,0.0,0.0,True,False
0,1.324247867,1.4759,83.3,1.3,6557.0,1.406,26.5,0.0,0.0,1.0,0.0,True,False
0,0.780632043,1.4109,736.5,79.67,5354.0,2.18,141.0,0.0,1.0,0.0,0.0,True,False
0,0.730947169,4.396,248.0,14.43,5514.0,0.826,49.1,0.0,1.0,1.0,1.0,True,False
0,41.16676097,2.2133,5386.3,17.82,5193.0,0.805,185.2,0.0,1.0,0.0,0.0,True,False
0,1.083736642,1.57912,8930.8,237.84,5591.0,5.618,954.2,0.0,1.0,0.0,0.0,True,False
0,2.45570369,3.1,273.8,55.95,5148.0,2.314,23.5,0.0,0.0,1.0,0.0,True,False
0,0.64234875,1.3699,103.7,2.78,7089.0,2.584,61.3,0.0,1.0,1.0,1.0,True,False
0,5.204286663,6.2598,35221.0,16.0,5332.0,0.86,153.0,0.0,1.0,0.0,0.0,True,False
0,6.352090869,3.88771,75142.0,18.9,5089.0,0.693,1343.2,0.0,1.0,0.0,0.0,True,False
0,1.877350712,1.7478,185.6,1.46,6382.0,1.059,23.1,0.0,0.0,1.0,0.0,True,False
0,2.11552348,6.712,359.2,21.43,5900.0,0.951,28.9,0.0,0.0,1.0,1.0,True,False
0,2.84573962,7.28,211.7,3.63,5557.0,2.372,83.9,0.0,1.0,1.0,1.0,True,False
0,7.01476115,3.945,122.1,1.02,5912.0,0.87,27.5,0.0,1.0,1.0,0.0,True,False
0,0.941603153,1.1886,462.1,2.29,5237.0,0.837,46.2,0.0,0.0,1.0,0.0,True,False
0,24.40213373,12.57,540.0,2.86,5699.0,0.987,30.5,0.0,0.0,0.0,0.0,True,False
0,1.13357304,2.849,33.1,0.59,6147.0,0.954,12.0,0.0,1.0,0.0,1.0,True,False
0,0.643468999,1.1108,108.0,0.88,5670.0,0.843,19.6,0.0,0.0,1.0,0.0,True,False
0,112.645961,7.037,1957.9,35.36,5895.0,0.991,23.3,0.0,1.0,1.0,0.0,True,False
0,0.526887517,0.8971,119.9,0.58,3945.0,0.519,20.6,0.0,0.0,1.0,0.0,True,False
0,4.14244748,2.203,69.9,1.82,6785.0,2.124,12.3,0.0,0.0,1.0,0.0,True,False
0,0.777663575,1.1741,134.3,0.95,5769.0,0.812,28.1,0.0,1.0,1.0,0.0,True,False
0,0.552834211,1.2887,145.7,18.09,5132.0,2.648,30.0,0.0,0.0,1.0,0.0,True,False
0,0.758354475,4.56811,581780.0,149.44,7131.0,1.83,1560.5,0.0,1.0,0.0,0.0,True,False
1,76.5369531,5.574,652.2,3.73,5596.0,1.466,17.7,0.0,0.0,0.0,0.0,True,False
0,3.43525124,4.509,152.2,25.43,5854.0,1.742,6.3,1.0,0.0,1.0,0.0,True,False
0,0.962828092,4.411,63.0,40.82,6552.0,3.44,22.7,0.0,1.0,1.0,1.0,True,False
0,1.878156188,2.058,787.5,2.51,5075.0,0.67,38.4,0.0,1.0,1.0,0.0,True,False
0,7.81153999,5.984,912.8,23.56,5150.0,0.71,41.3,0.0,1.0,1.0,0.0,True,False
0,0.993488979,1.9694,24327.0,17.9,5811.0,0.998,145.8,0.0,1.0,0.0,0.0,True,False
0,1.334104585,3.14624,61691.0,44.9,6319.0,1.083,1334.6,0.0,1.0,0.0,0.0,True,False
0,2.115498574,6.738,444.2,25.84,5917.0,1.0,45.4,0.0,0.0,1.0,1.0,True,False
0,3.40076682,4.7,21.1,0.69,6134.0,1.496,7.4,1.0,0.0,0.0,1.0,True,False
0,6.49676881,2.527,135.0,3.74,6418.0,3.049,10.6,0.0,1.0,1.0,0.0,True,False
0,2.057499811,2.569,325.6,1.27,4620.0,0.736,23.6,0.0,0.0,1.0,0.0,True,False
0,10.5856758,4.911,178.7,1.49,6246.0,1.092,8.1,0.0,0.0,1.0,0.0,True,False
0,2.69633621,5.238,238.6,15.78,6106.0,0.923,26.5,0.0,1.0,1.0,1.0,True,False
0,11.2580745,23.516,713.3,2.14,4257.0,0.586,55.4,0.0,0.0,1.0,1.0,True,False
0,0.566795586,4.124,39.4,0.66,6108.0,0.997,19.6,1.0,0.0,0.0,1.0,True,False
0,1.099291188,1.765,282.6,1.37,4878.0,0.843,19.8,0.0,0.0,1.0,0.0,True,False
0,0.47462889,1.0194,331.3,1.43,4904.0,0.786,31.2,0.0,0.0,1.0,0.0,True,False
1,103.4269873,5.03,950.1,3.16,6208.0,1.024,17.8,0.0,0.0,0.0,0.0,True,False
0,0.299697755,0.8473,346.9,2.03,5180.0,0.782,53.6,0.0,1.0,0.0,0.0,True,False
0,0.56681727,1.779,35.9,0.42,5481.0,0.708,9.1,0.0,0.0,1.0,1.0,True,False
0,1.081935491,5.136,202.9,0.99,4938.0,0.718,33.9,0.0,1.0,1.0,1.0,True,False
1,0.524175803,0.7648,236.8,1.27,5278.0,0.815,22.4,0.0,0.0,0.0,0.0,True,False
0,1.89129881,5.294,82.0,0.86,5806.0,0.893,29.8,0.0,0.0,1.0,1.0,True,False
1,4.94330596,2.9334,126.2,1.41,5661.0,1.008,27.7,0.0,0.0,0.0,0.0,True,False
1,178.139072,9.654,678.8,2.25,5431.0,0.879,20.3,0.0,0.0,0.0,0.0,True,False
0,4.067371428,5.8962,63447.0,68.81,5385.0,0.75,1094.6,0.0,1.0,0.0,0.0,True,False
